# Disease orthology table created using a modified version of ConnectOR (https://github.com/cobRNA/ConnectOR-optimized/)
# by Sasti Gopal Das
H_gene_symbol	H_gene_id	H_gene_type	M_gene_id	M_gene_type	orthology_type	gencode_versions
PAX8-AS1	ENSG00000189223.14	lncRNA	ENSMUSG00000085057.7	lncRNA	many-to-many	GENCODE.v27vsM16
PRC1-AS1	ENSG00000258725.1	lncRNA	ENSMUSG00000097912.1	lncRNA	many-to-many	GENCODE.v27vsM16
DUBR	ENSG00000243701.5	lncRNA	ENSMUSG00000022639.14	lncRNA	one-to-one	GENCODE.v27vsM16
GLYCTK-AS1	ENSG00000242797.3	lncRNA	ENSMUSG00000086296.2	lncRNA	many-to-many	GENCODE.v27vsM16
LINC01750	ENSG00000231437.3	lncRNA	ENSMUSG00000074346.6	lncRNA	one-to-one	GENCODE.v27vsM16
ADAMTS9-AS2	ENSG00000241684.5	lncRNA	ENSMUSG00000097462.7	lncRNA	one-to-one	GENCODE.v27vsM16
SNHG14	ENSG00000224078.13	lncRNA	ENSMUSG00000100826.6	lncRNA	one-to-many	GENCODE.v27vsM16
NORAD	ENSG00000260032.1	lncRNA	ENSMUSG00000104222.1	lncRNA	one-to-many	GENCODE.v27vsM16
SNHG1	ENSG00000255717.6	lncRNA	ENSMUSG00000108414.1	lncRNA	many-to-many	GENCODE.v27vsM16
FOXP4-AS1	ENSG00000234753.5	lncRNA	ENSMUSG00000085932.1	lncRNA	one-to-one	GENCODE.v27vsM16
ENSG00000280155	ENSG00000280155.1	lncRNA	ENSMUSG00000086148.1	lncRNA	one-to-one	GENCODE.v27vsM16
LEF1-AS1	ENSG00000232021.6	lncRNA	ENSMUSG00000106086.1	lncRNA	one-to-one	GENCODE.v27vsM16
OVCH1-AS1	ENSG00000257599.2	lncRNA	ENSMUSG00000102869.2	lncRNA	one-to-many	GENCODE.v27vsM16
MIAT	ENSG00000225783.6	lncRNA	ENSMUSG00000097767.8	lncRNA	one-to-many	GENCODE.v27vsM16
NR2F2-AS1	ENSG00000247809.7	lncRNA	ENSMUSG00000100005.7	lncRNA	many-to-many	GENCODE.v27vsM16
SATB2-AS1	ENSG00000225953.2	lncRNA	ENSMUSG00000087022.4	lncRNA	one-to-one	GENCODE.v27vsM16
HNF1A-AS1	ENSG00000241388.4	lncRNA	ENSMUSG00000086054.2	lncRNA	one-to-many	GENCODE.v27vsM16
SNHG5	ENSG00000203875.10	lncRNA	ENSMUSG00000097195.9	lncRNA	many-to-many	GENCODE.v27vsM16
LINC01606	ENSG00000253301.5	lncRNA	ENSMUSG00000110554.1	lncRNA	many-to-many	GENCODE.v27vsM16
SNHG5	ENSG00000203875.10	lncRNA	ENSMUSG00000074039.10	lncRNA	one-to-many	GENCODE.v27vsM16
PANTR1	ENSG00000233639.5	lncRNA	ENSMUSG00000060424.14	lncRNA	one-to-one	GENCODE.v27vsM16
MYB-AS1	ENSG00000236703.1	lncRNA	ENSMUSG00000097923.1	lncRNA	one-to-one	GENCODE.v27vsM16
LINC00469	ENSG00000177338.13	lncRNA	ENSMUSG00000086135.1	lncRNA	one-to-one	GENCODE.v27vsM16
SOX21-AS1	ENSG00000227640.2	lncRNA	ENSMUSG00000090534.1	lncRNA	one-to-one	GENCODE.v27vsM16
KMT2E-AS1	ENSG00000239569.3	lncRNA	ENSMUSG00000073147.3	lncRNA	one-to-many	GENCODE.v27vsM16
SIX3-AS1	ENSG00000236502.1	lncRNA	ENSMUSG00000099635.1	lncRNA	one-to-one	GENCODE.v27vsM16
ENSG00000255647	ENSG00000255647.3	lncRNA	ENSMUSG00000097793.1	lncRNA	one-to-one	GENCODE.v27vsM16
ENSG00000278990	ENSG00000278990.1	lncRNA	ENSMUSG00000085641.1	lncRNA	one-to-many	GENCODE.v27vsM16
MIR200CHG	ENSG00000257084.1	lncRNA	ENSMUSG00000099609.1	lncRNA	one-to-many	GENCODE.v27vsM16
STXBP5-AS1	ENSG00000233452.6	lncRNA	ENSMUSG00000101621.2	lncRNA	one-to-many	GENCODE.v27vsM16
LINC01863	ENSG00000253959.1	lncRNA	ENSMUSG00000103635.1	lncRNA	one-to-one	GENCODE.v27vsM16
SNHG4	ENSG00000281398.2	lncRNA	ENSMUSG00000102496.1	lncRNA	many-to-many	GENCODE.v27vsM16
TMEM161B-DT	ENSG00000247828.7	lncRNA	ENSMUSG00000097292.2	lncRNA	one-to-many	GENCODE.v27vsM16
SOX9-AS1	ENSG00000234899.9	lncRNA	ENSMUSG00000041674.16	lncRNA	one-to-many	GENCODE.v27vsM16
LINC00690	ENSG00000233570.1	lncRNA	ENSMUSG00000104256.1	lncRNA	one-to-one	GENCODE.v27vsM16
PSMA3-AS1	ENSG00000257621.7	lncRNA	ENSMUSG00000085622.9	lncRNA	many-to-many	GENCODE.v27vsM16
LINC00261	ENSG00000259974.2	lncRNA	ENSMUSG00000086141.7	lncRNA	many-to-many	GENCODE.v27vsM16
MIR222HG	ENSG00000270069.1	lncRNA	ENSMUSG00000073274.4	lncRNA	one-to-many	GENCODE.v27vsM16
LINC00446	ENSG00000229249.6	lncRNA	ENSMUSG00000104311.1	lncRNA	one-to-one	GENCODE.v27vsM16
ENSG00000273328	ENSG00000273328.5	lncRNA	ENSMUSG00000111465.1	lncRNA	many-to-many	GENCODE.v27vsM16
SNHG5	ENSG00000203875.10	lncRNA	ENSMUSG00000097073.7	lncRNA	many-to-many	GENCODE.v27vsM16
LINC01868	ENSG00000234169.1	lncRNA	ENSMUSG00000104188.1	lncRNA	one-to-one	GENCODE.v27vsM16
PRDM16-DT	ENSG00000177133.10	lncRNA	ENSMUSG00000085069.2	lncRNA	one-to-one	GENCODE.v27vsM16
HOXA-AS3	ENSG00000254369.6	lncRNA	ENSMUSG00000085696.8	lncRNA	one-to-one	GENCODE.v27vsM16
LINC02197	ENSG00000250387.2	lncRNA	ENSMUSG00000115122.1	lncRNA	many-to-many	GENCODE.v27vsM16
LIPC-AS1	ENSG00000259293.1	lncRNA	ENSMUSG00000111631.1	lncRNA	one-to-one	GENCODE.v27vsM16
ENSG00000279774	ENSG00000279774.1	lncRNA	ENSMUSG00000102432.1	lncRNA	one-to-one	GENCODE.v27vsM16
ZBTB20-AS2	ENSG00000241295.1	lncRNA	ENSMUSG00000102967.1	lncRNA	one-to-one	GENCODE.v27vsM16
ALKBH3-AS1	ENSG00000244926.6	lncRNA	ENSMUSG00000027196.11	lncRNA	one-to-one	GENCODE.v27vsM16
FIRRE	ENSG00000213468.5	lncRNA	ENSMUSG00000085396.7	lncRNA	one-to-many	GENCODE.v27vsM16
LINC01208	ENSG00000223715.1	lncRNA	ENSMUSG00000102233.1	lncRNA	one-to-one	GENCODE.v27vsM16
NR2F2-AS1	ENSG00000247809.7	lncRNA	ENSMUSG00000109028.1	lncRNA	many-to-many	GENCODE.v27vsM16
IL21-AS1	ENSG00000227145.1	lncRNA	ENSMUSG00000086517.1	lncRNA	one-to-many	GENCODE.v27vsM16
LINC01579	ENSG00000258754.7	lncRNA	ENSMUSG00000103673.1	lncRNA	one-to-one	GENCODE.v27vsM16
MEG3	ENSG00000214548.14	lncRNA	ENSMUSG00000098061.1	lncRNA	many-to-many	GENCODE.v27vsM16
LINC01493	ENSG00000254562.5	lncRNA	ENSMUSG00000101186.1	lncRNA	one-to-one	GENCODE.v27vsM16
LINC00574	ENSG00000231690.2	lncRNA	ENSMUSG00000101556.1	lncRNA	many-to-many	GENCODE.v27vsM16
FZD10-AS1	ENSG00000250208.6	lncRNA	ENSMUSG00000072591.10	lncRNA	one-to-one	GENCODE.v27vsM16
LINC02452	ENSG00000283422.1	lncRNA	ENSMUSG00000110647.2	lncRNA	one-to-one	GENCODE.v27vsM16
MIAT	ENSG00000225783.6	lncRNA	ENSMUSG00000097767.8	lncRNA	many-to-many	GENCODE.v27vsM16
ANKRD62P1-PARP4P3	ENSG00000189295.13	lncRNA	ENSMUSG00000079171.3	lncRNA	many-to-many	GENCODE.v27vsM16
LINC01438	ENSG00000249519.1	lncRNA	ENSMUSG00000099640.1	lncRNA	one-to-one	GENCODE.v27vsM16
LINC01003	ENSG00000261455.1	lncRNA	ENSMUSG00000101856.1	lncRNA	one-to-one	GENCODE.v27vsM16
SNHG12	ENSG00000197989.13	lncRNA	ENSMUSG00000086290.8	lncRNA	many-to-many	GENCODE.v27vsM16
SNHG15	ENSG00000232956.8	lncRNA	ENSMUSG00000085156.7	lncRNA	many-to-many	GENCODE.v27vsM16
LINC01315	ENSG00000229891.1	lncRNA	ENSMUSG00000100552.1	lncRNA	one-to-one	GENCODE.v27vsM16
SOX2-OT	ENSG00000242808.7	lncRNA	ENSMUSG00000105265.4	lncRNA	one-to-many	GENCODE.v27vsM16
LINC01311	ENSG00000260924.2	lncRNA	ENSMUSG00000103149.1	lncRNA	one-to-one	GENCODE.v27vsM16
THORLNC	ENSG00000226856.5	lncRNA	ENSMUSG00000101700.1	lncRNA	one-to-one	GENCODE.v27vsM16
LINC01770	ENSG00000225285.1	lncRNA	ENSMUSG00000097728.1	lncRNA	one-to-one	GENCODE.v27vsM16
FGF10-AS1	ENSG00000248464.1	lncRNA	ENSMUSG00000086709.1	lncRNA	one-to-one	GENCODE.v27vsM16
LINC02389	ENSG00000255693.1	lncRNA	ENSMUSG00000112846.1	lncRNA	one-to-one	GENCODE.v27vsM16
EPHA1-AS1	ENSG00000229153.5	lncRNA	ENSMUSG00000101268.6	lncRNA	one-to-one	GENCODE.v27vsM16
LINC02412	ENSG00000258171.1	lncRNA	ENSMUSG00000112289.1	lncRNA	one-to-one	GENCODE.v27vsM16
AC087276.3	ENSG00000254907.1	lncRNA	ENSMUSG00000045464.5	lncRNA	one-to-one	GENCODE.v27vsM16
C5orf66-AS1	ENSG00000249082.2	lncRNA	ENSMUSG00000100096.1	lncRNA	many-to-many	GENCODE.v27vsM16
AC105285.1	ENSG00000245213.6	lncRNA	ENSMUSG00000110419.1	lncRNA	one-to-one	GENCODE.v27vsM16
AL138737.1	ENSG00000236013.5	lncRNA	ENSMUSG00000101969.2	lncRNA	one-to-one	GENCODE.v27vsM16
RPL34-AS1	ENSG00000234492.4	lncRNA	ENSMUSG00000105789.1	lncRNA	one-to-one	GENCODE.v27vsM16
LINC00449	ENSG00000203441.2	lncRNA	ENSMUSG00000085615.2	lncRNA	one-to-many	GENCODE.v27vsM16
AC025754.2	ENSG00000271874.1	lncRNA	ENSMUSG00000096971.2	lncRNA	one-to-one	GENCODE.v27vsM16
AC084026.3	ENSG00000280147.1	lncRNA	ENSMUSG00000109819.1	lncRNA	one-to-one	GENCODE.v27vsM16
RAB30-AS1	ENSG00000246067.7	lncRNA	ENSMUSG00000074024.5	lncRNA	one-to-many	GENCODE.v27vsM16
LRRC75A-AS1	ENSG00000175061.17	lncRNA	ENSMUSG00000086841.1	lncRNA	one-to-many	GENCODE.v27vsM16
LINC02001	ENSG00000267321.2	lncRNA	ENSMUSG00000093483.1	lncRNA	one-to-many	GENCODE.v27vsM16
AJ009632.2	ENSG00000229425.2	lncRNA	ENSMUSG00000109333.1	lncRNA	one-to-many	GENCODE.v27vsM16
AF117829.1	ENSG00000251136.8	lncRNA	ENSMUSG00000103595.1	lncRNA	one-to-many	GENCODE.v27vsM16
AF117829.1	ENSG00000251136.8	lncRNA	ENSMUSG00000085112.1	lncRNA	one-to-many	GENCODE.v27vsM16
LINC01004	ENSG00000228393.3	lncRNA	ENSMUSG00000073147.3	lncRNA	one-to-many	GENCODE.v27vsM16
AC004687.1	ENSG00000265206.5	lncRNA	ENSMUSG00000084796.1	lncRNA	many-to-many	GENCODE.v27vsM16
AJ009632.2	ENSG00000229425.2	lncRNA	ENSMUSG00000109333.1	lncRNA	many-to-many	GENCODE.v27vsM16
CEBPA-AS1	ENSG00000267296.2	lncRNA	ENSMUSG00000108624.1	lncRNA	one-to-one	GENCODE.v27vsM16
AP005717.1	ENSG00000245330.4	lncRNA	ENSMUSG00000053749.12	lncRNA	one-to-one	GENCODE.v27vsM16
AL158152.1	ENSG00000269929.1	lncRNA	ENSMUSG00000097375.2	lncRNA	one-to-many	GENCODE.v27vsM16
TUG1	ENSG00000253352.8	lncRNA	ENSMUSG00000056579.18	lncRNA	many-to-many	GENCODE.v27vsM16
AC110285.6	ENSG00000275966.1	lncRNA	ENSMUSG00000075389.3	lncRNA	one-to-one	GENCODE.v27vsM16
AL357078.1	ENSG00000231485.1	lncRNA	ENSMUSG00000086782.2	lncRNA	one-to-many	GENCODE.v27vsM16
AC104461.1	ENSG00000230623.4	lncRNA	ENSMUSG00000104509.1	lncRNA	one-to-many	GENCODE.v27vsM16
AC097103.2	ENSG00000248932.5	lncRNA	ENSMUSG00000051074.4	lncRNA	one-to-one	GENCODE.v27vsM16
LRRC75A-AS1	ENSG00000175061.17	lncRNA	ENSMUSG00000085170.1	lncRNA	many-to-many	GENCODE.v27vsM16
AC020916.1	ENSG00000267519.5	lncRNA	ENSMUSG00000097296.1	lncRNA	many-to-many	GENCODE.v27vsM16
LINC00982	ENSG00000177133.10	lncRNA	ENSMUSG00000085069.2	lncRNA	one-to-one	GENCODE.v27vsM16
AC008124.1	ENSG00000273015.2	lncRNA	ENSMUSG00000097536.2	lncRNA	one-to-one	GENCODE.v27vsM16
LINC00970	ENSG00000203601.3	lncRNA	ENSMUSG00000097281.2	lncRNA	one-to-one	GENCODE.v27vsM16
AL117190.1	ENSG00000258399.7	lncRNA	ENSMUSG00000097451.10	lncRNA	many-to-many	GENCODE.v27vsM16
AC020916.1	ENSG00000267519.5	lncRNA	ENSMUSG00000097296.1	lncRNA	one-to-many	GENCODE.v27vsM16
C1orf132	ENSG00000203709.11	lncRNA	ENSMUSG00000096929.7	lncRNA	many-to-many	GENCODE.v27vsM16
AL117190.1	ENSG00000258399.7	lncRNA	ENSMUSG00000097961.1	lncRNA	many-to-many	GENCODE.v27vsM16
AC090970.2	ENSG00000259438.1	lncRNA	ENSMUSG00000097021.7	lncRNA	one-to-one	GENCODE.v27vsM16
AJ009632.2	ENSG00000229425.2	lncRNA	ENSMUSG00000100857.2	lncRNA	many-to-many	GENCODE.v27vsM16
CEP83-AS1	ENSG00000278916.1	lncRNA	ENSMUSG00000097164.2	lncRNA	one-to-one	GENCODE.v27vsM16
LINC01105	ENSG00000232044.6	lncRNA	ENSMUSG00000094002.3	lncRNA	one-to-one	GENCODE.v27vsM16
RMRP	ENSG00000269900.3	lncRNA	ENSMUSG00000115420.1	lncRNA	many-to-many	GENCODE.v27vsM16
LINC00461	ENSG00000245526.10	lncRNA	ENSMUSG00000050334.12	lncRNA	many-to-many	GENCODE.v27vsM16
AL358975.1	ENSG00000233086.7	lncRNA	ENSMUSG00000103488.1	lncRNA	one-to-one	GENCODE.v27vsM16
HIF1A-AS2	ENSG00000258667.1	lncRNA	ENSMUSG00000087700.2	lncRNA	one-to-one	GENCODE.v27vsM16
AC005091.1	ENSG00000229893.2	lncRNA	ENSMUSG00000108170.1	lncRNA	one-to-one	GENCODE.v27vsM16
AL512791.2	ENSG00000275198.1	lncRNA	ENSMUSG00000113335.1	lncRNA	one-to-many	GENCODE.v27vsM16
AL117190.1	ENSG00000258399.7	lncRNA	ENSMUSG00000097451.10	lncRNA	one-to-many	GENCODE.v27vsM16
LINC00599	ENSG00000253230.8	lncRNA	ENSMUSG00000097545.7	lncRNA	one-to-many	GENCODE.v27vsM16
C5orf66-AS1	ENSG00000249082.2	lncRNA	ENSMUSG00000100096.1	lncRNA	one-to-many	GENCODE.v27vsM16
AC104461.1	ENSG00000230623.4	lncRNA	ENSMUSG00000097229.1	lncRNA	one-to-many	GENCODE.v27vsM16
AFDN-AS1	ENSG00000198221.8	lncRNA	ENSMUSG00000086465.1	lncRNA	one-to-many	GENCODE.v27vsM16
AL117190.1	ENSG00000258399.7	lncRNA	ENSMUSG00000021268.17	lncRNA	many-to-many	GENCODE.v27vsM16
AZIN1-AS1	ENSG00000253320.5	lncRNA	ENSMUSG00000115546.1	lncRNA	one-to-one	GENCODE.v27vsM16
LINC01158	ENSG00000233639.5	lncRNA	ENSMUSG00000060424.14	lncRNA	one-to-one	GENCODE.v27vsM16
CCND2-AS2	ENSG00000255920.1	lncRNA	ENSMUSG00000097166.1	lncRNA	one-to-one	GENCODE.v27vsM16
AL357078.1	ENSG00000231485.1	lncRNA	ENSMUSG00000086782.2	lncRNA	many-to-many	GENCODE.v27vsM16
LINC01197	ENSG00000248441.6	lncRNA	ENSMUSG00000099558.1	lncRNA	one-to-one	GENCODE.v27vsM16
LINC02001	ENSG00000267321.2	lncRNA	ENSMUSG00000093483.1	lncRNA	many-to-many	GENCODE.v27vsM16
AL117190.1	ENSG00000258399.7	lncRNA	ENSMUSG00000102657.1	lncRNA	many-to-many	GENCODE.v27vsM16
AL354863.1	ENSG00000238276.5	lncRNA	ENSMUSG00000053117.10	lncRNA	one-to-one	GENCODE.v27vsM16
LRRC75A-AS1	ENSG00000175061.17	lncRNA	ENSMUSG00000086841.1	lncRNA	many-to-many	GENCODE.v27vsM16
AFDN-AS1	ENSG00000198221.8	lncRNA	ENSMUSG00000086292.1	lncRNA	one-to-many	GENCODE.v27vsM16
AC004687.1	ENSG00000265206.5	lncRNA	ENSMUSG00000084796.1	lncRNA	one-to-many	GENCODE.v27vsM16
AC099343.3	ENSG00000271646.1	lncRNA	ENSMUSG00000097534.3	lncRNA	one-to-one	GENCODE.v27vsM16
AC093901.1	ENSG00000226856.5	lncRNA	ENSMUSG00000101700.1	lncRNA	one-to-one	GENCODE.v27vsM16
AL512791.2	ENSG00000275198.1	lncRNA	ENSMUSG00000072884.10	lncRNA	one-to-many	GENCODE.v27vsM16
AL117190.1	ENSG00000258399.7	lncRNA	ENSMUSG00000098061.1	lncRNA	many-to-many	GENCODE.v27vsM16
LINC00599	ENSG00000253230.8	lncRNA	ENSMUSG00000097545.7	lncRNA	many-to-many	GENCODE.v27vsM16
AL117190.1	ENSG00000258399.7	lncRNA	ENSMUSG00000098202.1	lncRNA	many-to-many	GENCODE.v27vsM16
AL158152.1	ENSG00000269929.1	lncRNA	ENSMUSG00000097375.2	lncRNA	many-to-many	GENCODE.v27vsM16
LRRC75A-AS1	ENSG00000175061.17	lncRNA	ENSMUSG00000085170.1	lncRNA	one-to-many	GENCODE.v27vsM16
AC002454.1	ENSG00000237819.5	lncRNA	ENSMUSG00000097118.1	lncRNA	many-to-many	GENCODE.v27vsM16
SMIM10L2B-AS1	ENSG00000228372.7	lncRNA	ENSMUSG00000085114.1	lncRNA	one-to-many	GENCODE.v27vsM16
SMIM10L2B-AS1	ENSG00000228372.7	lncRNA	ENSMUSG00000085114.1	lncRNA	many-to-many	GENCODE.v27vsM16
SMIM10L2B-AS1	ENSG00000228372.7	lncRNA	ENSMUSG00000103618.1	lncRNA	many-to-many	GENCODE.v27vsM16
AC002454.1	ENSG00000237819.5	lncRNA	ENSMUSG00000097483.2	lncRNA	many-to-many	GENCODE.v27vsM16
NPPA-AS1	ENSG00000242349.5	lncRNA	ENSMUSG00000086806.1	lncRNA	many-to-many	GENCODE.v27vsM16
NPPA-AS1	ENSG00000242349.5	lncRNA	ENSMUSG00000086806.1	lncRNA	one-to-many	GENCODE.v27vsM16
GAS1RR	ENSG00000226237.1	lncRNA	ENSMUSG00000114433.1	lncRNA	one-to-one	GENCODE.v27vsM16
LINC01930	ENSG00000269998.1	lncRNA	ENSMUSG00000102729.1	lncRNA	one-to-one	GENCODE.v27vsM16
AC002454.1	ENSG00000237819.5	lncRNA	ENSMUSG00000097709.8	lncRNA	many-to-many	GENCODE.v27vsM16
UCHL1-AS1	ENSG00000251173.1	lncRNA	ENSMUSG00000087601.3	lncRNA	one-to-one	GENCODE.v27vsM16
AC002454.1	ENSG00000237819.5	lncRNA	ENSMUSG00000097659.1	lncRNA	many-to-many	GENCODE.v27vsM16
AC002454.1	ENSG00000237819.5	lncRNA	ENSMUSG00000097709.8	lncRNA	one-to-many	GENCODE.v27vsM16
