# Disease orthology table created using a modified version of ConnectOR (https://github.com/cobRNA/ConnectOR-optimized/)
# by Sasti Gopal Das
H_gene_symbol	H_gene_id	H_gene_type	M_gene_id	M_gene_type	orthology_type	gencode_versions
PAXBP1-AS1	ENSG00000238197.9	lncRNA	ENSMUSG00000087354.4	lncRNA	one-to-one	GENCODE.v47vsM36
NDUFB2-AS1	ENSG00000240889.2	lncRNA	ENSMUSG00000086582.3	lncRNA	one-to-one	GENCODE.v47vsM36
CCDC144NL-AS1	ENSG00000233098.11	lncRNA	ENSMUSG00000133119.1	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01606	ENSG00000253301.7	lncRNA	ENSMUSG00000075395.13	lncRNA	many-to-many	GENCODE.v47vsM36
FOXP4-AS1	ENSG00000234753.8	lncRNA	ENSMUSG00000085932.2	lncRNA	one-to-many	GENCODE.v47vsM36
DSG1-AS1	ENSG00000266729.6	lncRNA	ENSMUSG00000139863.1	lncRNA	one-to-many	GENCODE.v47vsM36
CYP4F35P	ENSG00000290461.2	lncRNA	ENSMUSG00000110554.4	lncRNA	many-to-many	GENCODE.v47vsM36
SLC25A30-AS1	ENSG00000251015.2	lncRNA	ENSMUSG00000141763.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01588	ENSG00000214900.14	lncRNA	ENSMUSG00000137217.1	lncRNA	many-to-many	GENCODE.v47vsM36
DLG5-AS1	ENSG00000233871.3	lncRNA	ENSMUSG00000097450.9	lncRNA	one-to-many	GENCODE.v47vsM36
MUC20-OT1	ENSG00000242086.9	lncRNA	ENSMUSG00000116690.3	lncRNA	many-to-many	GENCODE.v47vsM36
MIR23AHG	ENSG00000267519.7	lncRNA	ENSMUSG00000097296.3	lncRNA	many-to-many	GENCODE.v47vsM36
MAFTRR	ENSG00000261390.9	lncRNA	ENSMUSG00000126223.1	lncRNA	one-to-many	GENCODE.v47vsM36
LINC00612	ENSG00000214851.6	lncRNA	ENSMUSG00000129313.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC02054	ENSG00000224153.4	lncRNA	ENSMUSG00000129217.1	lncRNA	one-to-one	GENCODE.v47vsM36
DRAIC	ENSG00000245750.12	lncRNA	ENSMUSG00000127604.1	lncRNA	one-to-many	GENCODE.v47vsM36
LINC00174	ENSG00000179406.11	lncRNA	ENSMUSG00000121903.1	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000274270	ENSG00000274270.2	lncRNA	ENSMUSG00000122016.1	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000253123	ENSG00000253123.5	lncRNA	ENSMUSG00000110351.2	lncRNA	one-to-one	GENCODE.v47vsM36
LINC02142	ENSG00000223597.4	lncRNA	ENSMUSG00000144059.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00630	ENSG00000223546.10	lncRNA	ENSMUSG00000137355.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01666	ENSG00000279579.4	lncRNA	ENSMUSG00000120962.1	lncRNA	many-to-many	GENCODE.v47vsM36
CEBPA-DT	ENSG00000267296.3	lncRNA	ENSMUSG00000108624.3	lncRNA	one-to-one	GENCODE.v47vsM36
LINC02411	ENSG00000256022.7	lncRNA	ENSMUSG00000106644.3	lncRNA	many-to-many	GENCODE.v47vsM36
CARMN	ENSG00000249669.13	lncRNA	ENSMUSG00000097324.11	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000256306	ENSG00000256306.2	lncRNA	ENSMUSG00000133305.1	lncRNA	one-to-one	GENCODE.v47vsM36
ENSG00000265408	ENSG00000265408.1	lncRNA	ENSMUSG00000121424.2	lncRNA	many-to-many	GENCODE.v47vsM36
MYCNOS	ENSG00000233718.10	lncRNA	ENSMUSG00000124527.1	lncRNA	one-to-one	GENCODE.v47vsM36
ENSG00000213963	ENSG00000213963.7	lncRNA	ENSMUSG00000135182.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01588	ENSG00000214900.14	lncRNA	ENSMUSG00000128617.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC02032	ENSG00000241131.3	lncRNA	ENSMUSG00000135684.1	lncRNA	one-to-one	GENCODE.v47vsM36
MIATNB	ENSG00000244625.8	lncRNA	ENSMUSG00000139603.1	lncRNA	many-to-many	GENCODE.v47vsM36
CYP1B1-AS1	ENSG00000232973.15	lncRNA	ENSMUSG00000117426.3	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00334	ENSG00000182586.10	lncRNA	ENSMUSG00000105355.3	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000266560	ENSG00000266560.5	lncRNA	ENSMUSG00000121394.1	lncRNA	many-to-many	GENCODE.v47vsM36
FAM157C	ENSG00000260528.8	lncRNA	ENSMUSG00000121336.2	lncRNA	many-to-many	GENCODE.v47vsM36
ERVK13-1	ENSG00000260565.10	lncRNA	ENSMUSG00000125468.1	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000244550	ENSG00000244550.2	lncRNA	ENSMUSG00000122978.1	lncRNA	many-to-many	GENCODE.v47vsM36
SNHG5	ENSG00000203875.14	lncRNA	ENSMUSG00000097177.10	lncRNA	one-to-many	GENCODE.v47vsM36
KCNMB2-AS1	ENSG00000237978.7	lncRNA	ENSMUSG00000124803.1	lncRNA	one-to-many	GENCODE.v47vsM36
LINC02615	ENSG00000251432.9	lncRNA	ENSMUSG00000128612.1	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01087	ENSG00000224559.2	lncRNA	ENSMUSG00000142950.1	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000261215	ENSG00000261215.1	lncRNA	ENSMUSG00000095348.3	lncRNA	many-to-many	GENCODE.v47vsM36
MIR155HG	ENSG00000234883.8	lncRNA	ENSMUSG00000097418.8	lncRNA	many-to-many	GENCODE.v47vsM36
LINC02559	ENSG00000236464.2	lncRNA	ENSMUSG00000122359.1	lncRNA	one-to-many	GENCODE.v47vsM36
EZR-AS1	ENSG00000233893.2	lncRNA	ENSMUSG00000123241.1	lncRNA	one-to-one	GENCODE.v47vsM36
PLCE1-AS1	ENSG00000268894.8	lncRNA	ENSMUSG00000101079.2	lncRNA	one-to-one	GENCODE.v47vsM36
NORAD	ENSG00000260032.3	lncRNA	ENSMUSG00000102869.5	lncRNA	many-to-many	GENCODE.v47vsM36
CRNDE	ENSG00000245694.13	lncRNA	ENSMUSG00000031736.14	lncRNA	one-to-many	GENCODE.v47vsM36
MIR22HG	ENSG00000186594.17	lncRNA	ENSMUSG00000085148.2	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000225649	ENSG00000225649.8	lncRNA	ENSMUSG00000121098.2	lncRNA	many-to-many	GENCODE.v47vsM36
TRHDE-AS1	ENSG00000236333.5	lncRNA	ENSMUSG00000084865.3	lncRNA	one-to-one	GENCODE.v47vsM36
CASC6	ENSG00000224944.3	lncRNA	ENSMUSG00000085522.3	lncRNA	one-to-one	GENCODE.v47vsM36
LINC02024	ENSG00000241213.3	lncRNA	ENSMUSG00000102417.2	lncRNA	one-to-one	GENCODE.v47vsM36
LINC00649	ENSG00000237945.10	lncRNA	ENSMUSG00000138256.1	lncRNA	one-to-many	GENCODE.v47vsM36
TBC1D3P1-DHX40P1	ENSG00000267104.3	lncRNA	ENSMUSG00000140643.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01666	ENSG00000279579.4	lncRNA	ENSMUSG00000121336.2	lncRNA	many-to-many	GENCODE.v47vsM36
MESTIT1	ENSG00000272701.3	lncRNA	ENSMUSG00000107825.2	lncRNA	one-to-one	GENCODE.v47vsM36
FRMPD3-AS1	ENSG00000227610.2	lncRNA	ENSMUSG00000120773.1	lncRNA	one-to-one	GENCODE.v47vsM36
DUBR	ENSG00000243701.9	lncRNA	ENSMUSG00000137436.1	lncRNA	one-to-many	GENCODE.v47vsM36
PRKAG2-AS1	ENSG00000239911.5	lncRNA	ENSMUSG00000043833.9	lncRNA	one-to-many	GENCODE.v47vsM36
ENSG00000256654	ENSG00000256654.5	lncRNA	ENSMUSG00000120976.1	lncRNA	many-to-many	GENCODE.v47vsM36
CERNA3	ENSG00000253603.2	lncRNA	ENSMUSG00000125765.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00299	ENSG00000236790.8	lncRNA	ENSMUSG00000127650.1	lncRNA	one-to-many	GENCODE.v47vsM36
DLX6-AS1	ENSG00000231764.12	lncRNA	ENSMUSG00000090063.8	lncRNA	many-to-many	GENCODE.v47vsM36
LINC02489	ENSG00000255007.4	lncRNA	ENSMUSG00000125556.1	lncRNA	one-to-one	GENCODE.v47vsM36
ID2-AS1	ENSG00000235092.8	lncRNA	ENSMUSG00000113587.3	lncRNA	many-to-many	GENCODE.v47vsM36
TAPT1-AS1	ENSG00000263327.7	lncRNA	ENSMUSG00000104784.3	lncRNA	one-to-many	GENCODE.v47vsM36
GAS5	ENSG00000234741.11	lncRNA	ENSMUSG00000053332.16	lncRNA	many-to-many	GENCODE.v47vsM36
PRKAR2A-AS1	ENSG00000224424.9	lncRNA	ENSMUSG00000137042.1	lncRNA	one-to-one	GENCODE.v47vsM36
CDK6-AS1	ENSG00000237819.8	lncRNA	ENSMUSG00000133853.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00398	ENSG00000237879.3	lncRNA	ENSMUSG00000137280.1	lncRNA	many-to-many	GENCODE.v47vsM36
DSG2-AS1	ENSG00000264859.7	lncRNA	ENSMUSG00000085595.2	lncRNA	one-to-one	GENCODE.v47vsM36
ENTPD1-AS1	ENSG00000226688.10	lncRNA	ENSMUSG00000136436.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00683	ENSG00000266256.4	lncRNA	ENSMUSG00000138135.1	lncRNA	one-to-many	GENCODE.v47vsM36
MIF-AS1	ENSG00000218537.1	lncRNA	ENSMUSG00000121374.2	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00869	ENSG00000291158.2	lncRNA	ENSMUSG00000130084.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01208	ENSG00000223715.4	lncRNA	ENSMUSG00000102233.2	lncRNA	one-to-many	GENCODE.v47vsM36
DLEU1	ENSG00000176124.16	lncRNA	ENSMUSG00000142510.1	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000266446	ENSG00000266446.1	lncRNA	ENSMUSG00000086035.4	lncRNA	one-to-many	GENCODE.v47vsM36
DLEU1	ENSG00000176124.16	lncRNA	ENSMUSG00000122016.1	lncRNA	one-to-many	GENCODE.v47vsM36
ENSG00000256654	ENSG00000256654.5	lncRNA	ENSMUSG00000102771.2	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000260803	ENSG00000260803.2	lncRNA	ENSMUSG00000140083.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01712	ENSG00000231364.4	lncRNA	ENSMUSG00000124479.1	lncRNA	one-to-many	GENCODE.v47vsM36
H1-10-AS1	ENSG00000206417.9	lncRNA	ENSMUSG00000084950.9	lncRNA	many-to-many	GENCODE.v47vsM36
PPP1R3B-DT	ENSG00000248538.11	lncRNA	ENSMUSG00000143484.1	lncRNA	one-to-many	GENCODE.v47vsM36
OTUD6B-AS1	ENSG00000253738.4	lncRNA	ENSMUSG00000109861.3	lncRNA	one-to-many	GENCODE.v47vsM36
ITGA9-AS1	ENSG00000235257.12	lncRNA	ENSMUSG00000086119.4	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00205	ENSG00000223768.5	lncRNA	ENSMUSG00000141902.1	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000228021	ENSG00000228021.8	lncRNA	ENSMUSG00000110026.3	lncRNA	one-to-one	GENCODE.v47vsM36
MIR34AHG	ENSG00000228526.9	lncRNA	ENSMUSG00000102813.2	lncRNA	one-to-many	GENCODE.v47vsM36
LINC00445	ENSG00000236036.3	lncRNA	ENSMUSG00000134204.1	lncRNA	one-to-one	GENCODE.v47vsM36
LINC02490	ENSG00000259237.3	lncRNA	ENSMUSG00000140171.1	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01094	ENSG00000251442.9	lncRNA	ENSMUSG00000105257.2	lncRNA	one-to-many	GENCODE.v47vsM36
GNAS-AS1	ENSG00000235590.10	lncRNA	ENSMUSG00000086537.10	lncRNA	one-to-many	GENCODE.v47vsM36
MIR4422HG	ENSG00000231090.2	lncRNA	ENSMUSG00000085790.3	lncRNA	one-to-many	GENCODE.v47vsM36
ENSG00000243107	ENSG00000243107.1	lncRNA	ENSMUSG00000122794.1	lncRNA	many-to-many	GENCODE.v47vsM36
FAM66A	ENSG00000227888.5	lncRNA	ENSMUSG00000121122.2	lncRNA	many-to-many	GENCODE.v47vsM36
SLC25A30-AS1	ENSG00000251015.2	lncRNA	ENSMUSG00000121648.2	lncRNA	many-to-many	GENCODE.v47vsM36
GS1-600G8.3	ENSG00000231216.1	lncRNA	ENSMUSG00000135079.1	lncRNA	many-to-many	GENCODE.v47vsM36
LMNB1-DT	ENSG00000251072.3	lncRNA	ENSMUSG00000124792.1	lncRNA	one-to-one	GENCODE.v47vsM36
NR2F2-AS1	ENSG00000247809.12	lncRNA	ENSMUSG00000109021.3	lncRNA	many-to-many	GENCODE.v47vsM36
TEX41	ENSG00000226674.12	lncRNA	ENSMUSG00000132922.1	lncRNA	one-to-many	GENCODE.v47vsM36
LINC02018	ENSG00000272690.7	lncRNA	ENSMUSG00000087168.3	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000243008	ENSG00000243008.4	lncRNA	ENSMUSG00000074404.7	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000278990	ENSG00000278990.1	lncRNA	ENSMUSG00000085641.3	lncRNA	one-to-many	GENCODE.v47vsM36
LINC00592	ENSG00000258279.5	lncRNA	ENSMUSG00000116114.4	lncRNA	one-to-one	GENCODE.v47vsM36
MIR100HG	ENSG00000255248.11	lncRNA	ENSMUSG00000121786.2	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00938	ENSG00000273015.3	lncRNA	ENSMUSG00000097536.4	lncRNA	one-to-many	GENCODE.v47vsM36
SNHG14	ENSG00000224078.16	lncRNA	ENSMUSG00000100826.8	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01837	ENSG00000267489.6	lncRNA	ENSMUSG00000108711.3	lncRNA	one-to-many	GENCODE.v47vsM36
ENSG00000151303	ENSG00000151303.13	lncRNA	ENSMUSG00000139670.1	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000279088	ENSG00000279088.3	lncRNA	ENSMUSG00000137335.1	lncRNA	one-to-many	GENCODE.v47vsM36
ENSG00000263235	ENSG00000263235.1	lncRNA	ENSMUSG00000084790.3	lncRNA	one-to-many	GENCODE.v47vsM36
MIR137HG	ENSG00000225206.13	lncRNA	ENSMUSG00000097311.10	lncRNA	many-to-many	GENCODE.v47vsM36
ZEB2-AS1	ENSG00000238057.11	lncRNA	ENSMUSG00000052248.19	lncRNA	many-to-many	GENCODE.v47vsM36
MIR9-3HG	ENSG00000255571.10	lncRNA	ENSMUSG00000108616.4	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00598	ENSG00000215483.13	lncRNA	ENSMUSG00000100357.3	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00390	ENSG00000226519.5	lncRNA	ENSMUSG00000115709.3	lncRNA	one-to-many	GENCODE.v47vsM36
ENSG00000243008	ENSG00000243008.4	lncRNA	ENSMUSG00000138030.1	lncRNA	many-to-many	GENCODE.v47vsM36
SAMMSON	ENSG00000240405.8	lncRNA	ENSMUSG00000121018.2	lncRNA	one-to-many	GENCODE.v47vsM36
ENSG00000280266	ENSG00000280266.1	lncRNA	ENSMUSG00000101930.3	lncRNA	one-to-many	GENCODE.v47vsM36
ENSG00000272884	ENSG00000272884.1	lncRNA	ENSMUSG00000121226.1	lncRNA	many-to-many	GENCODE.v47vsM36
SLC25A30-AS1	ENSG00000251015.2	lncRNA	ENSMUSG00000115422.3	lncRNA	many-to-many	GENCODE.v47vsM36
GS1-600G8.3	ENSG00000231216.1	lncRNA	ENSMUSG00000133418.1	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01588	ENSG00000214900.14	lncRNA	ENSMUSG00000108875.3	lncRNA	many-to-many	GENCODE.v47vsM36
USP12-AS1	ENSG00000232162.3	lncRNA	ENSMUSG00000104845.3	lncRNA	one-to-many	GENCODE.v47vsM36
ENSG00000259084	ENSG00000259084.6	lncRNA	ENSMUSG00000140451.1	lncRNA	one-to-many	GENCODE.v47vsM36
FTX	ENSG00000230590.13	lncRNA	ENSMUSG00000086370.12	lncRNA	one-to-many	GENCODE.v47vsM36
FUT8-AS1	ENSG00000276116.3	lncRNA	ENSMUSG00000112150.2	lncRNA	one-to-one	GENCODE.v47vsM36
ENSG00000275210	ENSG00000275210.1	lncRNA	ENSMUSG00000137864.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01331	ENSG00000248673.3	lncRNA	ENSMUSG00000114926.4	lncRNA	one-to-many	GENCODE.v47vsM36
FAM95B1	ENSG00000290718.2	lncRNA	ENSMUSG00000121456.2	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00869	ENSG00000291158.2	lncRNA	ENSMUSG00000137087.1	lncRNA	many-to-many	GENCODE.v47vsM36
CDKN2B-AS1	ENSG00000240498.10	lncRNA	ENSMUSG00000086035.4	lncRNA	one-to-many	GENCODE.v47vsM36
LINC00174	ENSG00000179406.11	lncRNA	ENSMUSG00000086920.2	lncRNA	many-to-many	GENCODE.v47vsM36
ZBED3-AS1	ENSG00000250802.8	lncRNA	ENSMUSG00000124214.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC02513	ENSG00000248227.2	lncRNA	ENSMUSG00000105730.3	lncRNA	many-to-many	GENCODE.v47vsM36
PKN2-AS1	ENSG00000237505.9	lncRNA	ENSMUSG00000134078.1	lncRNA	many-to-many	GENCODE.v47vsM36
UBAC2-AS1	ENSG00000228889.10	lncRNA	ENSMUSG00000143290.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01400	ENSG00000232920.2	lncRNA	ENSMUSG00000140390.1	lncRNA	many-to-many	GENCODE.v47vsM36
MIR29B2CHG	ENSG00000203709.15	lncRNA	ENSMUSG00000103867.2	lncRNA	one-to-many	GENCODE.v47vsM36
LINC00588	ENSG00000215117.7	lncRNA	ENSMUSG00000121456.2	lncRNA	many-to-many	GENCODE.v47vsM36
MYT1L-AS1	ENSG00000225619.1	lncRNA	ENSMUSG00000112390.4	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01934	ENSG00000234663.8	lncRNA	ENSMUSG00000143256.1	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01440	ENSG00000235166.9	lncRNA	ENSMUSG00000142677.1	lncRNA	one-to-many	GENCODE.v47vsM36
ALG1L9P	ENSG00000293546.1	lncRNA	ENSMUSG00000087168.3	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01817	ENSG00000231420.2	lncRNA	ENSMUSG00000126885.1	lncRNA	many-to-many	GENCODE.v47vsM36
HOTAIRM1	ENSG00000233429.9	lncRNA	ENSMUSG00000101451.2	lncRNA	many-to-many	GENCODE.v47vsM36
HERC2P3	ENSG00000290376.2	lncRNA	ENSMUSG00000138136.1	lncRNA	many-to-many	GENCODE.v47vsM36
ZNF213-AS1	ENSG00000263072.11	lncRNA	ENSMUSG00000117322.3	lncRNA	one-to-one	GENCODE.v47vsM36
RASAL2-AS1	ENSG00000224687.3	lncRNA	ENSMUSG00000121798.2	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00404	ENSG00000229520.3	lncRNA	ENSMUSG00000143098.1	lncRNA	one-to-one	GENCODE.v47vsM36
ENSG00000274253	ENSG00000274253.7	lncRNA	ENSMUSG00000140541.1	lncRNA	many-to-many	GENCODE.v47vsM36
PLCG1-AS1	ENSG00000226648.3	lncRNA	ENSMUSG00000135486.1	lncRNA	one-to-one	GENCODE.v47vsM36
ENSG00000242588	ENSG00000242588.8	lncRNA	ENSMUSG00000125088.1	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000242588	ENSG00000242588.8	lncRNA	ENSMUSG00000121438.2	lncRNA	many-to-many	GENCODE.v47vsM36
FAM66D	ENSG00000255052.6	lncRNA	ENSMUSG00000124377.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01250	ENSG00000234423.3	lncRNA	ENSMUSG00000113387.2	lncRNA	one-to-many	GENCODE.v47vsM36
ADIRF-AS1	ENSG00000272734.2	lncRNA	ENSMUSG00000128628.1	lncRNA	one-to-many	GENCODE.v47vsM36
ZNF295-AS1	ENSG00000237232.10	lncRNA	ENSMUSG00000133785.1	lncRNA	many-to-many	GENCODE.v47vsM36
ANKRD36BP2	ENSG00000291127.2	lncRNA	ENSMUSG00000121402.2	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01989	ENSG00000261156.7	lncRNA	ENSMUSG00000109297.3	lncRNA	one-to-one	GENCODE.v47vsM36
LMLN-AS1	ENSG00000232832.2	lncRNA	ENSMUSG00000129944.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01843	ENSG00000251169.4	lncRNA	ENSMUSG00000130852.1	lncRNA	one-to-one	GENCODE.v47vsM36
FAM66D	ENSG00000255052.6	lncRNA	ENSMUSG00000087168.3	lncRNA	many-to-many	GENCODE.v47vsM36
ZBED3-AS1	ENSG00000250802.8	lncRNA	ENSMUSG00000130487.1	lncRNA	many-to-many	GENCODE.v47vsM36
CYP4F35P	ENSG00000290461.2	lncRNA	ENSMUSG00000129944.1	lncRNA	many-to-many	GENCODE.v47vsM36
CDK6-AS1	ENSG00000237819.8	lncRNA	ENSMUSG00000097483.4	lncRNA	many-to-many	GENCODE.v47vsM36
LUCAT1	ENSG00000248323.9	lncRNA	ENSMUSG00000114554.3	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01819	ENSG00000231826.9	lncRNA	ENSMUSG00000117446.3	lncRNA	one-to-many	GENCODE.v47vsM36
TBX5-AS1	ENSG00000255399.7	lncRNA	ENSMUSG00000106795.6	lncRNA	one-to-one	GENCODE.v47vsM36
FAM157C	ENSG00000260528.8	lncRNA	ENSMUSG00000099690.2	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00205	ENSG00000223768.5	lncRNA	ENSMUSG00000078444.5	lncRNA	one-to-many	GENCODE.v47vsM36
ENSG00000259053	ENSG00000259053.1	lncRNA	ENSMUSG00000093465.2	lncRNA	many-to-many	GENCODE.v47vsM36
ZFAS1	ENSG00000177410.14	lncRNA	ENSMUSG00000074578.17	lncRNA	many-to-many	GENCODE.v47vsM36
FOXP4-AS1	ENSG00000234753.8	lncRNA	ENSMUSG00000137029.1	lncRNA	one-to-many	GENCODE.v47vsM36
LMLN-AS1	ENSG00000232832.2	lncRNA	ENSMUSG00000138030.1	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000213963	ENSG00000213963.7	lncRNA	ENSMUSG00000124581.1	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000254363	ENSG00000254363.7	lncRNA	ENSMUSG00000138730.1	lncRNA	many-to-many	GENCODE.v47vsM36
HOXB-AS1	ENSG00000230148.9	lncRNA	ENSMUSG00000075589.4	lncRNA	many-to-many	GENCODE.v47vsM36
MIR99AHG	ENSG00000215386.16	lncRNA	ENSMUSG00000102854.2	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01588	ENSG00000214900.14	lncRNA	ENSMUSG00000144053.1	lncRNA	many-to-many	GENCODE.v47vsM36
OVCH1-AS1	ENSG00000257599.6	lncRNA	ENSMUSG00000128549.1	lncRNA	many-to-many	GENCODE.v47vsM36
ITFG2-AS1	ENSG00000258325.3	lncRNA	ENSMUSG00000086459.5	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00630	ENSG00000223546.10	lncRNA	ENSMUSG00000125996.1	lncRNA	many-to-many	GENCODE.v47vsM36
SNHG5	ENSG00000203875.14	lncRNA	ENSMUSG00000097073.9	lncRNA	many-to-many	GENCODE.v47vsM36
SEC23A-AS1	ENSG00000258651.2	lncRNA	ENSMUSG00000115422.3	lncRNA	many-to-many	GENCODE.v47vsM36
ACVR2B-AS1	ENSG00000229589.1	lncRNA	ENSMUSG00000142069.1	lncRNA	one-to-many	GENCODE.v47vsM36
DNAJC3-DT	ENSG00000247400.7	lncRNA	ENSMUSG00000119970.2	lncRNA	one-to-one	GENCODE.v47vsM36
FAM66A	ENSG00000227888.5	lncRNA	ENSMUSG00000134133.1	lncRNA	many-to-many	GENCODE.v47vsM36
MAILR	ENSG00000253320.8	lncRNA	ENSMUSG00000115546.2	lncRNA	one-to-one	GENCODE.v47vsM36
TIPARP-AS1	ENSG00000243926.4	lncRNA	ENSMUSG00000109657.3	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01133	ENSG00000224259.10	lncRNA	ENSMUSG00000106617.2	lncRNA	many-to-many	GENCODE.v47vsM36
HOXB-AS3	ENSG00000233101.11	lncRNA	ENSMUSG00000084844.6	lncRNA	one-to-many	GENCODE.v47vsM36
WFDC21P	ENSG00000293515.2	lncRNA	ENSMUSG00000139323.1	lncRNA	many-to-many	GENCODE.v47vsM36
LNCARSR	ENSG00000233086.9	lncRNA	ENSMUSG00000103488.2	lncRNA	one-to-many	GENCODE.v47vsM36
LINC02412	ENSG00000258171.3	lncRNA	ENSMUSG00000112289.3	lncRNA	one-to-one	GENCODE.v47vsM36
ATP2B1-AS1	ENSG00000271614.2	lncRNA	ENSMUSG00000102310.2	lncRNA	one-to-many	GENCODE.v47vsM36
ENSG00000278990	ENSG00000278990.1	lncRNA	ENSMUSG00000085641.3	lncRNA	one-to-half	GENCODE.v47vsM36
ENSG00000279134	ENSG00000279134.2	lncRNA	ENSMUSG00000137275.1	lncRNA	one-to-one	GENCODE.v47vsM36
POLR1HASP	ENSG00000293508.2	lncRNA	ENSMUSG00000132358.1	lncRNA	many-to-many	GENCODE.v47vsM36
TRIM52-AS1	ENSG00000248275.5	lncRNA	ENSMUSG00000121903.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00299	ENSG00000236790.8	lncRNA	ENSMUSG00000122281.1	lncRNA	many-to-many	GENCODE.v47vsM36
FAM182A	ENSG00000125804.15	lncRNA	ENSMUSG00000100111.4	lncRNA	many-to-many	GENCODE.v47vsM36
HLA-F-AS1	ENSG00000214922.10	lncRNA	ENSMUSG00000130353.1	lncRNA	many-to-many	GENCODE.v47vsM36
DLG5-AS1	ENSG00000233871.3	lncRNA	ENSMUSG00000097218.9	lncRNA	one-to-many	GENCODE.v47vsM36
RFPL3S	ENSG00000205853.13	lncRNA	ENSMUSG00000050702.8	lncRNA	one-to-many	GENCODE.v47vsM36
SDHAP1	ENSG00000290763.2	lncRNA	ENSMUSG00000116690.3	lncRNA	many-to-many	GENCODE.v47vsM36
SNHG14	ENSG00000224078.16	lncRNA	ENSMUSG00000109536.2	lncRNA	one-to-many	GENCODE.v47vsM36
AQP4-AS1	ENSG00000260372.8	lncRNA	ENSMUSG00000117613.4	lncRNA	many-to-many	GENCODE.v47vsM36
PCOLCE-AS1	ENSG00000224729.7	lncRNA	ENSMUSG00000130143.1	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01748	ENSG00000226476.8	lncRNA	ENSMUSG00000140114.1	lncRNA	one-to-many	GENCODE.v47vsM36
ANKRD20A5P	ENSG00000293697.2	lncRNA	ENSMUSG00000121402.2	lncRNA	many-to-many	GENCODE.v47vsM36
MIRLET7BHG	ENSG00000197182.17	lncRNA	ENSMUSG00000116305.4	lncRNA	one-to-many	GENCODE.v47vsM36
DLGAP4-AS1	ENSG00000232907.10	lncRNA	ENSMUSG00000087179.11	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01572	ENSG00000261008.10	lncRNA	ENSMUSG00000097393.11	lncRNA	one-to-many	GENCODE.v47vsM36
