mm39	mm39 gene type	hg38	hg38 gene type	orthology type
ENSMUSG00000123369.1	lncRNA	ENSG00000301762.1	lncRNA	one-to-one
ENSMUSG00002075208.1	ncRNA	ENSG00000278410.1	ncRNA	many-to-many
ENSMUSG00000056014.17	pc	ENSG00000227124.11	pc	many-to-many
ENSMUSG00000113023.2	other	ENSG00000284163.1	ncRNA	many-to-many
ENSMUSG00000137310.1	lncRNA	ENSG00000147059.9	pc	one-to-many
ENSMUSG00000121627.1	lncRNA	ENSG00000168283.14	pc	many-to-many
ENSMUSG00000028639.15	pc	ENSG00000225118.1	other	one-to-many
ENSMUSG00000075079.4	pc	ENSG00000254674.1	other	many-to-many
ENSMUSG00000042677.8	pc	ENSG00000235861.1	other	one-to-many
ENSMUSG00000130701.1	lncRNA	ENSG00000243498.2	other	many-to-many
ENSMUSG00000050132.14	pc	ENSG00000004139.14	pc	many-to-many
ENSMUSG00000048583.18	pc	ENSG00000284779.3	pc	many-to-many
ENSMUSG00000063225.2	pc	ENSG00000227737.4	other	many-to-many
ENSMUSG00000084181.2	other	ENSG00000116918.15	pc	many-to-many
ENSMUSG00000016409.5	pc	ENSG00000101882.10	pc	many-to-many
ENSMUSG00000066116.4	other	ENSG00000240509.1	other	many-to-many
ENSMUSG00000133221.1	lncRNA	ENSG00000234816.2	other	many-to-many
ENSMUSG00000018669.15	pc	ENSG00000263798.2	lncRNA	many-to-many
ENSMUSG00000109343.2	other	ENSG00000255096.2	other	one-to-many
ENSMUSG00000105448.3	ncRNA	ENSG00000281394.1	ncRNA	many-to-many
ENSMUSG00000095597.4	other	ENSG00000213326.4	other	many-to-many
ENSMUSG00000081832.2	other	ENSG00000196976.8	pc	one-to-many
ENSMUSG00000081344.6	other	ENSG00000231622.1	other	many-to-many
ENSMUSG00000029272.9	pc	ENSG00000109193.12	pc	many-to-many
ENSMUSG00000002679.15	pc	ENSG00000133997.12	pc	one-to-many
ENSMUSG00000080971.2	other	ENSG00000104774.14	pc	many-to-many
ENSMUSG00000082431.4	other	ENSG00000215049.3	other	many-to-many
ENSMUSG00000093931.3	pc	ENSG00000237763.10	pc	one-to-many
ENSMUSG00000049422.8	pc	ENSG00000250479.9	pc	many-to-many
ENSMUSG00000050015.4	pc	ENSG00000239590.1	pc	one-to-many
ENSMUSG00000109601.2	other	ENSG00000163848.21	pc	one-to-many
ENSMUSG00000102082.2	lncRNA	ENSG00000237877.9	lncRNA	one-to-one
ENSMUSG00000095981.2	other	ENSG00000253780.1	other	many-to-many
ENSMUSG00000093358.3	ncRNA	ENSG00000159217.10	pc	one-to-many
ENSMUSG00000032040.16	pc	ENSG00000110063.10	pc	one-to-one
ENSMUSG00000037855.16	pc	ENSG00000138311.18	pc	many-to-many
ENSMUSG00000095543.3	pc	ENSG00000268163.1	pc	many-to-many
ENSMUSG00000032186.16	pc	ENSG00000128872.10	pc	one-to-many
ENSMUSG00000076481.9	other	ENSG00000232869.2	other	one-to-many
ENSMUSG00000042694.18	pc	ENSG00000107960.12	pc	one-to-many
ENSMUSG00000038170.16	pc	ENSG00000290790.2	lncRNA	many-to-many
ENSMUSG00000122872.1	lncRNA	ENSG00000162572.21	pc	one-to-many
ENSMUSG00000007415.16	pc	ENSG00000244055.3	lncRNA	many-to-many
ENSMUSG00000107482.3	pc	ENSG00000105379.10	pc	many-to-many
ENSMUSG00000083974.2	other	ENSG00000163584.18	pc	one-to-many
ENSMUSG00000025374.14	pc	ENSG00000139579.13	pc	one-to-many
ENSMUSG00000108763.2	pc	ENSG00000293512.2	lncRNA	one-to-many
ENSMUSG00000114133.2	pc	ENSG00000305402.1	lncRNA	one-to-many
ENSMUSG00000031780.3	pc	ENSG00000102970.11	pc	one-to-one
ENSMUSG00000038022.12	pc	ENSG00000254959.6	pc	many-to-many
ENSMUSG00000021319.8	pc	ENSG00000306208.1	lncRNA	many-to-many
ENSMUSG00000099584.2	other	ENSG00000281087.1	other	one-to-many
ENSMUSG00000101336.2	other	ENSG00000147059.9	pc	one-to-many
ENSMUSG00000048261.7	other	ENSG00000258358.2	other	many-to-many
ENSMUSG00000034930.17	pc	ENSG00000114993.17	pc	one-to-one
ENSMUSG00000020076.8	pc	ENSG00000107625.14	pc	one-to-one
ENSMUSG00000036872.17	pc	ENSG00000121270.16	pc	many-to-many
ENSMUSG00000005232.12	pc	ENSG00000152254.11	pc	one-to-one
ENSMUSG00000038057.5	pc	ENSG00000293077.1	lncRNA	one-to-many
ENSMUSG00000140766.1	lncRNA	ENSG00000214281.3	other	many-to-many
ENSMUSG00000062814.10	pc	ENSG00000268009.6	pc	many-to-many
ENSMUSG00000091652.3	pc	ENSG00000174677.4	other	one-to-many
ENSMUSG00000089439.3	ncRNA	ENSG00000212589.1	ncRNA	one-to-many
ENSMUSG00000102371.6	other	ENSG00000203757.2	pc	one-to-many
ENSMUSG00000075153.3	pc	ENSG00000187612.1	pc	one-to-many
ENSMUSG00000051951.6	pc	ENSG00000206579.10	pc	one-to-one
ENSMUSG00000103585.2	pc	ENSG00000240764.4	pc	many-to-many
ENSMUSG00000008496.20	pc	ENSG00000028277.22	pc	one-to-many
ENSMUSG00000083718.4	other	ENSG00000214998.2	other	one-to-many
ENSMUSG00000090655.4	pc	ENSG00000226348.1	other	many-to-many
ENSMUSG00000033055.13	pc	ENSG00000284197.1	ncRNA	one-to-many
ENSMUSG00000036062.14	pc	ENSG00000122733.12	pc	many-to-many
ENSMUSG00000140316.1	lncRNA	ENSG00000224812.5	lncRNA	one-to-many
ENSMUSG00000089753.11	pc	ENSG00000204345.1	pc	many-to-many
ENSMUSG00000135153.1	lncRNA	ENSG00000120289.12	pc	one-to-many
ENSMUSG00000029348.12	pc	ENSG00000128203.7	pc	one-to-one
ENSMUSG00000112801.2	other	ENSG00000183807.8	pc	one-to-many
ENSMUSG00000083001.2	other	ENSG00000269242.1	pc	many-to-many
ENSMUSG00000041440.19	pc	ENSG00000175066.16	pc	one-to-one
ENSMUSG00000081701.2	other	ENSG00000161016.18	pc	one-to-many
ENSMUSG00000111761.4	lncRNA	ENSG00000303631.1	lncRNA	one-to-one
ENSMUSG00000019558.15	pc	ENSG00000306286.1	lncRNA	one-to-many
ENSMUSG00000126028.1	lncRNA	ENSG00000251545.3	pc	many-to-many
ENSMUSG00000051002.8	other	ENSG00000249454.1	other	one-to-many
ENSMUSG00000027430.13	pc	ENSG00000284776.1	pc	many-to-many
ENSMUSG00000103396.2	other	ENSG00000249047.2	other	many-to-many
ENSMUSG00000103677.2	pc	ENSG00000254122.3	pc	many-to-many
ENSMUSG00000032633.13	pc	ENSG00000266498.1	lncRNA	many-to-many
ENSMUSG00000083503.2	other	ENSG00000240634.1	other	many-to-many
ENSMUSG00000064984.3	ncRNA	ENSG00000208797.1	ncRNA	many-to-many
ENSMUSG00000022400.10	pc	ENSG00000100387.9	pc	one-to-one
ENSMUSG00000081197.2	other	ENSG00000188856.6	other	one-to-many
ENSMUSG00000055805.16	pc	ENSG00000184922.15	pc	one-to-one
ENSMUSG00000030970.17	pc	ENSG00000280330.1	other	many-to-many
ENSMUSG00000021693.21	pc	ENSG00000068796.19	pc	many-to-many
ENSMUSG00000097416.6	lncRNA	ENSG00000287033.3	lncRNA	many-to-many
ENSMUSG00000030823.7	pc	ENSG00000276845.1	other	many-to-many
ENSMUSG00000135834.1	lncRNA	ENSG00000307618.1	lncRNA	one-to-many
ENSMUSG00000101994.2	other	ENSG00000113140.11	pc	one-to-many
ENSMUSG00000034285.16	pc	ENSG00000262961.1	other	many-to-many
ENSMUSG00000010376.17	pc	ENSG00000255526.6	pc	many-to-many
ENSMUSG00000002741.10	pc	ENSG00000106636.9	pc	one-to-many
ENSMUSG00000085723.4	lncRNA	ENSG00000293270.2	lncRNA	one-to-many
ENSMUSG00000039693.12	pc	ENSG00000251349.3	pc	many-to-many
ENSMUSG00000107618.2	other	ENSG00000136522.14	pc	one-to-many
ENSMUSG00000025534.18	pc	ENSG00000272578.6	other	many-to-many
ENSMUSG00000067916.10	pc	ENSG00000198182.13	pc	many-to-many
ENSMUSG00000133742.1	lncRNA	ENSG00000261617.3	lncRNA	one-to-many
ENSMUSG00000081287.5	other	ENSG00000196240.6	pc	many-to-many
ENSMUSG00000095028.7	pc	ENSG00000296776.1	lncRNA	many-to-many
ENSMUSG00000097318.5	lncRNA	ENSG00000289324.3	lncRNA	one-to-many
ENSMUSG00000007207.11	pc	ENSG00000106089.12	pc	one-to-one
ENSMUSG00000100712.2	other	ENSG00000147059.9	pc	one-to-many
ENSMUSG00000082061.2	other	ENSG00000242262.1	other	many-to-many
ENSMUSG00000060802.9	pc	ENSG00000166710.23	pc	one-to-one
ENSMUSG00000101260.2	other	ENSG00000186787.10	pc	one-to-many
ENSMUSG00000054381.6	pc	ENSG00000196391.11	pc	many-to-many
ENSMUSG00000088257.3	ncRNA	ENSG00000281808.1	ncRNA	many-to-many
ENSMUSG00000104408.2	other	ENSG00000228143.2	other	one-to-many
ENSMUSG00000037053.7	pc	ENSG00000160862.13	pc	many-to-many
ENSMUSG00000039616.11	pc	ENSG00000075643.6	pc	one-to-one
ENSMUSG00000098905.3	pc	ENSG00000152926.17	pc	many-to-many
ENSMUSG00000034575.15	pc	ENSG00000112941.14	pc	one-to-one
ENSMUSG00000090622.2	lncRNA	ENSG00000289989.2	lncRNA	one-to-one
ENSMUSG00000114103.2	other	ENSG00000215263.2	other	many-to-many
ENSMUSG00000050243.7	other	ENSG00000267717.1	other	many-to-many
ENSMUSG00000082378.3	other	ENSG00000172146.4	pc	one-to-many
ENSMUSG00000019802.14	pc	ENSG00000025796.14	pc	one-to-many
ENSMUSG00000003541.7	pc	ENSG00000270960.1	other	many-to-many
ENSMUSG00000001833.18	pc	ENSG00000240651.1	other	many-to-many
ENSMUSG00000031590.9	pc	ENSG00000109536.13	pc	many-to-many
ENSMUSG00000062814.10	pc	ENSG00000241476.9	pc	many-to-many
ENSMUSG00000083038.2	other	ENSG00000066027.12	pc	many-to-many
ENSMUSG00000093639.5	pc	ENSG00000105370.8	pc	many-to-many
ENSMUSG00000100567.2	other	ENSG00000147059.9	pc	one-to-many
ENSMUSG00000139178.1	lncRNA	ENSG00000147059.9	pc	one-to-many
ENSMUSG00000026424.9	pc	ENSG00000170075.10	pc	one-to-one
ENSMUSG00000039055.5	pc	ENSG00000154920.15	pc	one-to-one
ENSMUSG00000027520.17	pc	ENSG00000204186.11	pc	one-to-one
ENSMUSG00000099732.3	other	ENSG00000206952.3	ncRNA	many-to-many
ENSMUSG00000019935.17	pc	ENSG00000179520.11	pc	one-to-one
ENSMUSG00000101548.2	other	ENSG00000187833.8	pc	one-to-many
ENSMUSG00000136260.1	lncRNA	ENSG00000257265.1	lncRNA	one-to-many
ENSMUSG00000104555.2	other	ENSG00000299306.1	lncRNA	many-to-many
ENSMUSG00000106331.2	other	ENSG00000234145.1	other	one-to-many
ENSMUSG00000062551.14	pc	ENSG00000172179.13	pc	one-to-many
ENSMUSG00000025658.17	pc	ENSG00000149970.16	pc	one-to-one
ENSMUSG00000103081.4	pc	ENSG00000254221.3	pc	many-to-many
ENSMUSG00000002546.18	pc	ENSG00000107951.15	pc	many-to-many
ENSMUSG00000053062.17	pc	ENSG00000154721.15	pc	one-to-one
ENSMUSG00000023914.17	pc	ENSG00000284611.1	other	one-to-many
ENSMUSG00000028944.15	pc	ENSG00000106617.16	pc	one-to-one
ENSMUSG00000031590.9	pc	ENSG00000282995.1	other	many-to-many
ENSMUSG00000027551.16	pc	ENSG00000020256.20	pc	one-to-many
ENSMUSG00000073888.14	pc	ENSG00000261215.1	lncRNA	many-to-many
ENSMUSG00000090334.2	other	ENSG00000213036.3	other	one-to-many
ENSMUSG00000124938.1	lncRNA	ENSG00000226068.1	other	many-to-many
ENSMUSG00000083117.2	other	ENSG00000258608.1	other	one-to-many
ENSMUSG00000079681.4	pc	ENSG00000220201.8	pc	many-to-many
ENSMUSG00000078598.12	pc	ENSG00000290466.2	lncRNA	many-to-many
ENSMUSG00000045440.5	pc	ENSG00000168348.4	pc	one-to-one
ENSMUSG00000112719.3	other	ENSG00000171487.16	pc	one-to-many
ENSMUSG00000022683.14	pc	ENSG00000295947.1	lncRNA	many-to-many
ENSMUSG00000102091.3	pc	ENSG00000284732.1	pc	many-to-many
ENSMUSG00000131170.1	lncRNA	ENSG00000294492.1	lncRNA	one-to-one
ENSMUSG00000075127.3	pc	ENSG00000181927.4	pc	one-to-many
ENSMUSG00000034071.16	pc	ENSG00000188785.13	pc	many-to-many
ENSMUSG00000040481.18	pc	ENSG00000285668.2	lncRNA	many-to-many
ENSMUSG00000059839.10	pc	ENSG00000160321.16	pc	many-to-many
ENSMUSG00000029255.9	pc	ENSG00000211451.14	other	one-to-many
ENSMUSG00000043549.14	pc	ENSG00000233295.3	pc	many-to-many
ENSMUSG00000051361.8	pc	ENSG00000236446.4	pc	many-to-many
ENSMUSG00000049908.7	pc	ENSG00000121634.6	pc	one-to-one
ENSMUSG00000026258.6	pc	ENSG00000182600.10	pc	one-to-many
ENSMUSG00000028693.16	pc	ENSG00000255397.1	other	many-to-many
ENSMUSG00000093800.3	other	ENSG00000183530.14	pc	one-to-many
ENSMUSG00000025534.18	pc	ENSG00000224723.1	other	many-to-many
ENSMUSG00000117869.2	lncRNA	ENSG00000272025.1	ncRNA	many-to-many
ENSMUSG00000103845.2	other	ENSG00000249452.2	other	many-to-many
ENSMUSG00000102984.2	other	ENSG00000103202.13	pc	many-to-many
ENSMUSG00000060166.7	pc	ENSG00000290920.2	lncRNA	many-to-many
ENSMUSG00000078125.3	other	ENSG00000226655.2	lncRNA	many-to-many
ENSMUSG00000024675.20	pc	ENSG00000110079.19	pc	one-to-many
ENSMUSG00002075948.1	ncRNA	ENSG00000274819.1	ncRNA	many-to-many
ENSMUSG00000098153.2	other	ENSG00000216624.4	other	many-to-many
ENSMUSG00000113621.4	lncRNA	ENSG00000304139.1	lncRNA	one-to-many
ENSMUSG00000029784.14	pc	ENSG00000165120.5	pc	one-to-one
ENSMUSG00000044039.5	pc	ENSG00000290826.2	lncRNA	many-to-many
ENSMUSG00000117958.3	other	ENSG00000226549.3	other	many-to-many
ENSMUSG00000092310.4	pc	ENSG00000137876.11	pc	many-to-many
ENSMUSG00000083655.2	other	ENSG00000250403.1	other	many-to-many
ENSMUSG00000039086.10	pc	ENSG00000184402.15	pc	one-to-many
ENSMUSG00000110477.3	lncRNA	ENSG00000250378.4	lncRNA	one-to-one
ENSMUSG00000141779.1	lncRNA	ENSG00000226359.1	other	many-to-many
ENSMUSG00000050030.6	pc	ENSG00000155249.5	pc	one-to-one
ENSMUSG00000038975.15	pc	ENSG00000117054.15	pc	many-to-many
ENSMUSG00000121584.1	pc	ENSG00000291316.1	pc	many-to-many
ENSMUSG00000100652.2	other	ENSG00000236058.3	other	one-to-many
ENSMUSG00000038806.8	pc	ENSG00000143751.10	pc	one-to-one
ENSMUSG00000121814.1	lncRNA	ENSG00000228303.1	other	many-to-many
ENSMUSG00000033883.12	pc	ENSG00000185947.15	pc	many-to-many
ENSMUSG00000094379.3	pc	ENSG00000220581.1	other	many-to-many
ENSMUSG00000139236.1	lncRNA	ENSG00000282419.3	pc	one-to-many
ENSMUSG00000135201.1	lncRNA	ENSG00000230910.7	lncRNA	one-to-many
ENSMUSG00000141750.1	lncRNA	ENSG00000302683.1	lncRNA	one-to-one
ENSMUSG00000020902.13	pc	ENSG00000065320.9	pc	one-to-one
ENSMUSG00000096438.4	other	ENSG00000228232.1	other	one-to-many
ENSMUSG00000020787.15	pc	ENSG00000108405.4	pc	one-to-one
ENSMUSG00000031161.16	pc	ENSG00000094631.22	pc	one-to-one
ENSMUSG00000086741.3	lncRNA	ENSG00000289921.2	lncRNA	one-to-many
ENSMUSG00000125669.1	lncRNA	ENSG00000232536.1	lncRNA	many-to-many
ENSMUSG00000100125.2	other	ENSG00000147059.9	pc	one-to-many
ENSMUSG00000093661.2	pc	ENSG00000163412.13	pc	many-to-many
ENSMUSG00000020520.15	pc	ENSG00000164574.16	pc	one-to-one
ENSMUSG00000032246.15	pc	ENSG00000129007.16	pc	many-to-many
ENSMUSG00000029135.11	pc	ENSG00000075426.12	pc	one-to-one
ENSMUSG00000119320.1	ncRNA	ENSG00000207098.1	ncRNA	many-to-many
ENSMUSG00000106817.2	other	ENSG00000213302.3	other	one-to-many
ENSMUSG00000090047.2	other	ENSG00000228232.1	other	one-to-many
ENSMUSG00000058400.14	pc	ENSG00000207148.1	ncRNA	many-to-many
ENSMUSG00000100713.2	pc	ENSG00000235108.1	other	many-to-many
ENSMUSG00000139018.1	lncRNA	ENSG00000289340.3	lncRNA	one-to-one
ENSMUSG00000020812.21	lncRNA	ENSG00000163597.18	lncRNA	many-to-many
ENSMUSG00000121336.2	lncRNA	ENSG00000222036.8	pc	many-to-many
ENSMUSG00000035829.14	pc	ENSG00000238086.5	other	many-to-many
ENSMUSG00000044641.8	pc	ENSG00000124171.9	pc	one-to-many
ENSMUSG00000049091.8	pc	ENSG00000179918.19	pc	one-to-many
ENSMUSG00000045202.7	pc	ENSG00000295878.1	lncRNA	many-to-many
ENSMUSG00000104319.2	other	ENSG00000211941.3	other	one-to-many
ENSMUSG00000099432.2	other	ENSG00000138381.10	pc	many-to-many
ENSMUSG00000041247.9	pc	ENSG00000078081.8	pc	one-to-one
ENSMUSG00000030789.10	pc	ENSG00000261245.2	other	one-to-many
ENSMUSG00000046994.10	pc	ENSG00000247626.5	pc	one-to-one
ENSMUSG00000028782.15	pc	ENSG00000121753.13	pc	one-to-one
ENSMUSG00000025602.14	pc	ENSG00000166261.11	pc	one-to-one
ENSMUSG00000036594.16	pc	ENSG00000237541.4	pc	many-to-many
ENSMUSG00000121315.2	lncRNA	ENSG00000290766.1	lncRNA	many-to-many
ENSMUSG00000083097.4	other	ENSG00000224829.3	other	many-to-many
ENSMUSG00000062199.3	pc	ENSG00000172769.4	pc	one-to-many
ENSMUSG00000024998.18	pc	ENSG00000138193.17	pc	one-to-many
ENSMUSG00000084416.4	other	ENSG00000267693.1	other	many-to-many
ENSMUSG00000043183.19	pc	ENSG00000170085.18	pc	one-to-many
ENSMUSG00000109035.2	other	ENSG00000231096.1	other	one-to-many
ENSMUSG00000142442.1	lncRNA	ENSG00000205108.6	pc	many-to-many
ENSMUSG00000105246.2	other	ENSG00000156011.19	pc	one-to-many
ENSMUSG00000091460.3	other	ENSG00000240793.1	other	many-to-many
ENSMUSG00000068323.13	pc	ENSG00000264324.1	pc	many-to-many
ENSMUSG00000057754.3	pc	ENSG00000121381.4	pc	one-to-one
ENSMUSG00000135220.1	lncRNA	ENSG00000299528.1	lncRNA	one-to-one
ENSMUSG00000032872.17	pc	ENSG00000065615.14	pc	one-to-many
ENSMUSG00000027489.16	pc	ENSG00000125967.17	pc	one-to-one
ENSMUSG00000077569.3	ncRNA	ENSG00000201129.1	ncRNA	many-to-many
ENSMUSG00000083155.2	other	ENSG00000147400.10	pc	one-to-many
ENSMUSG00000032570.18	pc	ENSG00000017260.20	pc	one-to-one
ENSMUSG00000082474.4	other	ENSG00000218426.5	other	many-to-many
ENSMUSG00000043015.16	pc	ENSG00000189362.12	pc	one-to-one
ENSMUSG00000056223.9	pc	ENSG00000275969.3	pc	many-to-many
ENSMUSG00000092528.12	other	ENSG00000105483.18	pc	many-to-many
ENSMUSG00000143889.1	lncRNA	ENSG00000297933.1	lncRNA	one-to-one
ENSMUSG00000054252.19	pc	ENSG00000068078.20	pc	many-to-many
ENSMUSG00000067562.12	pc	ENSG00000269502.6	pc	one-to-many
ENSMUSG00000111089.2	lncRNA	ENSG00000287620.2	lncRNA	one-to-many
ENSMUSG00000024393.15	pc	ENSG00000289282.1	pc	many-to-many
ENSMUSG00000121683.1	lncRNA	ENSG00000260494.1	other	many-to-many
ENSMUSG00000075081.7	pc	ENSG00000255078.1	other	one-to-many
ENSMUSG00000045210.9	pc	ENSG00000175073.8	pc	one-to-one
ENSMUSG00000042557.15	pc	ENSG00000291028.2	lncRNA	one-to-many
ENSMUSG00000032473.14	pc	ENSG00000066405.13	pc	one-to-one
ENSMUSG00000111380.2	other	ENSG00000197345.13	pc	many-to-many
ENSMUSG00000081684.5	other	ENSG00000233406.5	other	many-to-many
ENSMUSG00000053490.9	pc	ENSG00000227837.1	other	many-to-many
ENSMUSG00000037129.8	pc	ENSG00000137747.16	pc	many-to-many
ENSMUSG00000027422.16	pc	ENSG00000223970.1	other	one-to-many
ENSMUSG00000082082.2	other	ENSG00000269749.1	lncRNA	many-to-many
ENSMUSG00000020629.13	pc	ENSG00000250684.4	other	many-to-many
ENSMUSG00000031429.15	pc	ENSG00000228663.1	other	many-to-many
ENSMUSG00000054169.8	pc	ENSG00000230558.2	other	many-to-many
ENSMUSG00000125580.1	lncRNA	ENSG00000286974.1	lncRNA	one-to-many
ENSMUSG00000062743.10	pc	ENSG00000221923.9	pc	many-to-many
ENSMUSG00000048814.12	pc	ENSG00000266605.1	other	one-to-many
ENSMUSG00000007827.11	pc	ENSG00000107890.17	pc	many-to-many
ENSMUSG00000079177.5	pc	ENSG00000186453.13	pc	many-to-many
ENSMUSG00000125664.1	lncRNA	ENSG00000147059.9	pc	one-to-many
ENSMUSG00000075225.17	pc	ENSG00000293470.3	lncRNA	many-to-many
ENSMUSG00000031162.15	pc	ENSG00000102145.16	pc	many-to-many
ENSMUSG00000070527.4	pc	ENSG00000179455.10	pc	one-to-one
ENSMUSG00000109241.2	other	ENSG00000224064.1	other	many-to-many
ENSMUSG00000140402.1	lncRNA	ENSG00000161381.14	pc	one-to-many
ENSMUSG00000122065.1	lncRNA	ENSG00000225067.4	other	many-to-many
ENSMUSG00000026304.14	pc	ENSG00000124839.13	pc	one-to-one
ENSMUSG00000077191.3	ncRNA	ENSG00000224078.16	lncRNA	many-to-many
ENSMUSG00000108167.3	pc	ENSG00000236791.2	other	many-to-many
ENSMUSG00000023106.16	pc	ENSG00000139726.11	pc	many-to-many
ENSMUSG00000067297.6	pc	ENSG00000204010.3	pc	one-to-many
ENSMUSG00000106351.2	other	ENSG00000089053.13	pc	one-to-many
ENSMUSG00000117193.3	lncRNA	ENSG00000265944.2	lncRNA	one-to-one
ENSMUSG00000078941.10	pc	ENSG00000256614.1	other	many-to-many
ENSMUSG00000033389.17	pc	ENSG00000006740.18	pc	one-to-one
ENSMUSG00000026721.17	pc	ENSG00000152061.24	pc	many-to-many
ENSMUSG00000116876.2	pc	ENSG00000249141.1	pc	many-to-many
ENSMUSG00000059280.5	pc	ENSG00000211643.2	other	many-to-many
ENSMUSG00000086758.2	lncRNA	ENSG00000254526.2	lncRNA	one-to-many
ENSMUSG00000101860.5	pc	ENSG00000260234.5	pc	many-to-many
ENSMUSG00000103793.2	pc	ENSG00000253485.3	pc	many-to-many
ENSMUSG00000118260.2	other	ENSG00000259477.1	other	many-to-many
ENSMUSG00000083116.2	other	ENSG00000110367.14	pc	many-to-many
ENSMUSG00000048915.13	pc	ENSG00000184349.14	pc	one-to-one
ENSMUSG00000082399.2	other	ENSG00000228019.1	other	many-to-many
ENSMUSG00000020848.8	pc	ENSG00000267295.1	other	many-to-many
ENSMUSG00000084772.3	lncRNA	ENSG00000295531.1	lncRNA	many-to-many
ENSMUSG00000109113.3	pc	ENSG00000290438.2	lncRNA	many-to-many
ENSMUSG00000096592.2	other	ENSG00000231158.1	other	many-to-many
ENSMUSG00000079067.6	other	ENSG00000310399.1	lncRNA	many-to-many
ENSMUSG00000089017.3	ncRNA	ENSG00000233016.10	lncRNA	many-to-many
ENSMUSG00000048299.9	pc	ENSG00000213181.4	other	many-to-many
ENSMUSG00000106477.2	other	ENSG00000089053.13	pc	one-to-many
ENSMUSG00000099083.8	pc	ENSG00000267281.3	pc	many-to-many
ENSMUSG00000034799.17	pc	ENSG00000243771.1	other	many-to-many
ENSMUSG00000109490.2	other	ENSG00000221878.13	pc	many-to-many
ENSMUSG00000081423.2	other	ENSG00000293016.1	lncRNA	many-to-many
ENSMUSG00000084215.4	other	ENSG00000291185.2	lncRNA	many-to-many
ENSMUSG00000083645.2	other	ENSG00000137860.12	pc	one-to-many
ENSMUSG00000041598.8	pc	ENSG00000179604.10	pc	one-to-one
ENSMUSG00000035237.8	pc	ENSG00000213398.8	pc	many-to-many
ENSMUSG00000078125.3	other	ENSG00000214760.3	other	many-to-many
ENSMUSG00000022358.8	pc	ENSG00000156804.7	pc	one-to-one
ENSMUSG00000091740.5	other	ENSG00000151208.17	pc	one-to-many
ENSMUSG00000077092.3	ncRNA	ENSG00000216005.1	ncRNA	one-to-many
ENSMUSG00000143556.1	lncRNA	ENSG00000287772.1	lncRNA	one-to-one
ENSMUSG00000102312.2	pc	ENSG00000204961.7	pc	many-to-many
ENSMUSG00000040749.12	pc	ENSG00000290746.2	lncRNA	many-to-many
ENSMUSG00000019326.15	pc	ENSG00000291070.1	lncRNA	many-to-many
ENSMUSG00000102284.2	lncRNA	ENSG00000227336.2	lncRNA	one-to-one
ENSMUSG00000086583.6	other	ENSG00000240395.1	other	many-to-many
ENSMUSG00000100071.3	lncRNA	ENSG00000095951.18	pc	many-to-many
ENSMUSG00000097519.5	lncRNA	ENSG00000232732.12	lncRNA	one-to-many
ENSMUSG00000055555.3	pc	ENSG00000273988.1	other	many-to-many
ENSMUSG00000043073.12	pc	ENSG00000249482.1	other	many-to-many
ENSMUSG00000066510.6	pc	ENSG00000166839.18	pc	many-to-many
ENSMUSG00000018326.10	pc	ENSG00000166913.13	pc	many-to-many
ENSMUSG00000101104.7	lncRNA	ENSG00000151287.17	pc	many-to-many
ENSMUSG00000113899.2	other	ENSG00000143612.21	pc	one-to-many
ENSMUSG00000032855.7	pc	ENSG00000265537.1	ncRNA	one-to-many
ENSMUSG00000028233.7	pc	ENSG00000137574.11	pc	one-to-many
ENSMUSG00000114858.2	other	ENSG00000236025.1	other	many-to-many
ENSMUSG00000023048.14	pc	ENSG00000187534.6	other	many-to-many
ENSMUSG00002074855.1	ncRNA	ENSG00000230497.2	other	many-to-many
ENSMUSG00000002732.15	pc	ENSG00000217231.2	other	one-to-many
ENSMUSG00000123521.1	lncRNA	ENSG00000205611.6	lncRNA	many-to-many
ENSMUSG00000115524.2	other	ENSG00000291307.1	pc	many-to-many
ENSMUSG00000036949.17	pc	ENSG00000148482.12	pc	one-to-one
ENSMUSG00000077303.3	ncRNA	ENSG00000212518.1	ncRNA	one-to-many
ENSMUSG00000089960.2	pc	ENSG00000242366.4	pc	many-to-many
ENSMUSG00000111552.2	other	ENSG00000213430.6	other	one-to-many
ENSMUSG00000099350.2	other	ENSG00000147059.9	pc	one-to-many
ENSMUSG00000035042.3	pc	ENSG00000271503.7	pc	one-to-one
ENSMUSG00000041720.15	pc	ENSG00000293427.2	lncRNA	many-to-many
ENSMUSG00000032397.8	pc	ENSG00000075131.10	pc	many-to-many
ENSMUSG00000092075.2	other	ENSG00000100665.12	pc	one-to-many
ENSMUSG00000025880.13	pc	ENSG00000101665.10	pc	one-to-one
ENSMUSG00000022650.8	pc	ENSG00000241777.1	other	many-to-many
ENSMUSG00000029516.20	pc	ENSG00000283768.1	ncRNA	one-to-many
ENSMUSG00000120763.2	lncRNA	ENSG00000240616.1	other	many-to-many
ENSMUSG00000040651.10	pc	ENSG00000274814.1	other	one-to-many
ENSMUSG00000107335.2	lncRNA	ENSG00000297150.1	lncRNA	one-to-many
ENSMUSG00000117795.2	other	ENSG00000224837.1	other	many-to-many
ENSMUSG00000076670.5	other	ENSG00000253149.3	other	many-to-many
ENSMUSG00000083502.2	other	ENSG00000240463.1	other	one-to-many
ENSMUSG00000081117.2	other	ENSG00000225369.1	other	many-to-many
ENSMUSG00000112334.2	other	ENSG00000180481.11	pc	one-to-many
