# Orthology table created using a modified version of ConnectOR (https://github.com/cobRNA/ConnectOR-optimized/)
# by Sasti Gopal Das
H_gene_id	H_gene_type	M_gene_id	M_gene_type	gencode_versions
ENSG00000275210.1	lncRNA	ENSMUSG00000089942.9	pc	many-to-many
ENSG00000269553.1	lncRNA	ENSMUSG00000030577.14	pc	one-to-many
ENSG00000237031.7	lncRNA	ENSMUSG00000068392.3	pc	one-to-half
ENSG00000279212.1	lncRNA	ENSMUSG00000069136.4	other	one-to-many
ENSG00000229797.1	lncRNA	ENSMUSG00000045815.4	lncRNA	one-to-one
ENSG00000269749.1	lncRNA	ENSMUSG00000078994.9	pc	many-to-many
ENSG00000250616.2	lncRNA	ENSMUSG00000055323.5	lncRNA	one-to-many
ENSG00000259203.1	lncRNA	ENSMUSG00000093662.2	lncRNA	many-to-many
ENSG00000272282.1	lncRNA	ENSMUSG00000110692.1	lncRNA	one-to-one
ENSG00000267383.6	lncRNA	ENSMUSG00000050846.8	pc	many-to-many
ENSG00000206337.10	lncRNA	ENSMUSG00000092477.1	other	many-to-many
ENSG00000226816.3	lncRNA	ENSMUSG00000090639.1	pc	many-to-many
ENSG00000244479.7	lncRNA	ENSMUSG00000108190.1	lncRNA	many-to-many
ENSG00000228315.11	lncRNA	ENSMUSG00000009681.10	pc	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000089302.1	ncRNA	many-to-many
ENSG00000270704.3	lncRNA	ENSMUSG00000094034.1	ncRNA	many-to-many
ENSG00000224905.6	lncRNA	ENSMUSG00000051341.5	pc	many-to-many
ENSG00000234918.1	lncRNA	ENSMUSG00000039540.8	pc	many-to-many
ENSG00000272752.6	lncRNA	ENSMUSG00000106435.1	other	many-to-many
ENSG00000219665.8	lncRNA	ENSMUSG00000095648.7	pc	many-to-many
ENSG00000236263.1	lncRNA	ENSMUSG00000105692.1	lncRNA	many-to-many
ENSG00000219665.8	lncRNA	ENSMUSG00000106002.1	lncRNA	many-to-many
ENSG00000259974.2	lncRNA	ENSMUSG00000086141.7	lncRNA	one-to-many
ENSG00000278990.1	lncRNA	ENSMUSG00000085641.1	lncRNA	one-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000098095.1	other	many-to-many
ENSG00000225489.6	lncRNA	ENSMUSG00000028397.13	pc	many-to-many
ENSG00000237017.1	lncRNA	ENSMUSG00000085039.2	lncRNA	one-to-one
ENSG00000251126.2	lncRNA	ENSMUSG00000082915.1	other	many-to-many
ENSG00000260599.1	lncRNA	ENSMUSG00000037410.13	pc	many-to-many
ENSG00000268362.5	lncRNA	ENSMUSG00000036898.16	pc	many-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000089885.1	other	many-to-many
ENSG00000175061.17	lncRNA	ENSMUSG00000086841.1	lncRNA	many-to-many
ENSG00000255248.7	lncRNA	ENSMUSG00000098048.1	other	many-to-many
ENSG00000279010.3	lncRNA	ENSMUSG00000075555.11	lncRNA	many-to-many
ENSG00000233429.9	lncRNA	ENSMUSG00000099068.1	ncRNA	many-to-many
ENSG00000261227.2	lncRNA	ENSMUSG00000109868.1	lncRNA	one-to-one
ENSG00000279645.1	lncRNA	ENSMUSG00000100005.7	lncRNA	one-to-many
ENSG00000266981.1	lncRNA	ENSMUSG00000108097.1	other	many-to-many
ENSG00000254602.1	lncRNA	ENSMUSG00000097187.1	pc	one-to-one
ENSG00000273328.5	lncRNA	ENSMUSG00000055835.10	pc	many-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000098048.1	other	many-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000098208.1	other	many-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000098058.1	other	many-to-many
ENSG00000232347.1	lncRNA	ENSMUSG00000082338.1	other	many-to-many
ENSG00000219665.8	lncRNA	ENSMUSG00000114483.1	lncRNA	many-to-many
ENSG00000237548.1	lncRNA	ENSMUSG00000026885.13	pc	one-to-many
ENSG00000261018.1	lncRNA	ENSMUSG00000085008.1	lncRNA	one-to-one
ENSG00000255146.1	lncRNA	ENSMUSG00000091076.1	pc	many-to-many
ENSG00000276502.1	lncRNA	ENSMUSG00000039046.15	pc	one-to-many
ENSG00000182109.7	lncRNA	ENSMUSG00000028651.12	pc	many-to-many
ENSG00000233145.1	lncRNA	ENSMUSG00000082920.1	other	many-to-many
ENSG00000283294.1	lncRNA	ENSMUSG00000020646.17	pc	many-to-many
ENSG00000229852.2	lncRNA	ENSMUSG00000082978.1	other	many-to-many
ENSG00000272755.1	lncRNA	ENSMUSG00000080186.2	other	many-to-many
ENSG00000267280.5	lncRNA	ENSMUSG00000087013.7	lncRNA	one-to-one
ENSG00000255146.1	lncRNA	ENSMUSG00000094752.1	other	many-to-many
ENSG00000224152.1	lncRNA	ENSMUSG00000086603.1	lncRNA	one-to-one
ENSG00000214900.9	lncRNA	ENSMUSG00000098187.1	other	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000077693.1	ncRNA	many-to-many
ENSG00000180910.7	lncRNA	ENSMUSG00000093987.7	pc	many-to-many
ENSG00000257541.1	lncRNA	ENSMUSG00000112832.1	lncRNA	one-to-one
ENSG00000254873.1	lncRNA	ENSMUSG00000111082.1	lncRNA	one-to-one
ENSG00000243926.1	lncRNA	ENSMUSG00000090159.1	other	many-to-many
ENSG00000269110.1	lncRNA	ENSMUSG00000099615.1	other	many-to-many
ENSG00000255146.1	lncRNA	ENSMUSG00000091635.1	pc	many-to-many
ENSG00000237491.8	lncRNA	ENSMUSG00000107574.1	other	many-to-many
ENSG00000231154.1	lncRNA	ENSMUSG00000087368.7	lncRNA	many-to-many
ENSG00000214188.9	lncRNA	ENSMUSG00000099244.1	ncRNA	many-to-many
ENSG00000231110.1	lncRNA	ENSMUSG00000103155.1	other	many-to-many
ENSG00000243926.1	lncRNA	ENSMUSG00000106363.1	other	many-to-many
ENSG00000282944.1	lncRNA	ENSMUSG00000090700.1	pc	many-to-many
ENSG00000270704.3	lncRNA	ENSMUSG00000094923.1	ncRNA	many-to-many
ENSG00000244550.1	lncRNA	ENSMUSG00000001833.17	pc	one-to-many
ENSG00000224078.13	lncRNA	ENSMUSG00000100826.6	lncRNA	many-to-many
ENSG00000283294.1	lncRNA	ENSMUSG00000110591.1	pc	many-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000063885.5	other	many-to-many
ENSG00000257084.1	lncRNA	ENSMUSG00000087327.1	lncRNA	many-to-many
ENSG00000229852.2	lncRNA	ENSMUSG00000080930.2	other	many-to-many
ENSG00000267827.5	lncRNA	ENSMUSG00000051034.7	pc	many-to-many
ENSG00000270704.3	lncRNA	ENSMUSG00000095479.1	ncRNA	many-to-many
ENSG00000267321.2	lncRNA	ENSMUSG00000065715.1	ncRNA	one-to-many
ENSG00000226808.1	lncRNA	ENSMUSG00000107785.1	lncRNA	one-to-one
ENSG00000242512.8	lncRNA	ENSMUSG00000114832.1	lncRNA	one-to-one
ENSG00000260160.1	lncRNA	ENSMUSG00000033972.9	pc	many-to-many
ENSG00000225963.7	lncRNA	ENSMUSG00000101279.1	other	many-to-many
ENSG00000267383.6	lncRNA	ENSMUSG00000101373.2	other	many-to-many
ENSG00000207751.3	lncRNA	ENSMUSG00000065572.1	ncRNA	many-to-many
ENSG00000254519.3	lncRNA	ENSMUSG00000085293.2	lncRNA	one-to-one
ENSG00000253572.2	lncRNA	ENSMUSG00000103438.1	lncRNA	one-to-one
ENSG00000266473.1	lncRNA	ENSMUSG00000078182.4	other	many-to-many
ENSG00000275210.1	lncRNA	ENSMUSG00000074418.4	other	many-to-many
ENSG00000234571.1	lncRNA	ENSMUSG00000050936.5	lncRNA	many-to-many
ENSG00000255410.1	lncRNA	ENSMUSG00000104643.1	other	many-to-many
ENSG00000269749.1	lncRNA	ENSMUSG00000098781.1	pc	many-to-many
ENSG00000254224.1	lncRNA	ENSMUSG00000074826.10	pc	many-to-many
ENSG00000270977.1	lncRNA	ENSMUSG00000078632.3	pc	one-to-many
ENSG00000248540.2	lncRNA	ENSMUSG00000108855.1	other	many-to-many
ENSG00000266268.5	lncRNA	ENSMUSG00000086785.1	other	many-to-many
ENSG00000274659.1	lncRNA	ENSMUSG00000030237.14	pc	many-to-many
ENSG00000232347.1	lncRNA	ENSMUSG00000023882.15	pc	many-to-many
ENSG00000269110.1	lncRNA	ENSMUSG00000091474.2	pc	many-to-many
ENSG00000261996.1	lncRNA	ENSMUSG00000020801.8	pc	one-to-many
ENSG00000279360.1	lncRNA	ENSMUSG00000072694.7	pc	many-to-many
ENSG00000233145.1	lncRNA	ENSMUSG00000099423.1	other	many-to-many
ENSG00000276407.4	lncRNA	ENSMUSG00000097184.1	lncRNA	one-to-one
ENSG00000269749.1	lncRNA	ENSMUSG00000071291.10	pc	many-to-many
ENSG00000265479.6	lncRNA	ENSMUSG00000004947.15	pc	one-to-many
ENSG00000260599.1	lncRNA	ENSMUSG00000036087.18	pc	many-to-many
ENSG00000254973.1	lncRNA	ENSMUSG00000032840.7	pc	one-to-many
ENSG00000259357.2	lncRNA	ENSMUSG00000015697.14	pc	one-to-many
ENSG00000189295.13	lncRNA	ENSMUSG00000054509.7	pc	one-to-many
ENSG00000272691.1	lncRNA	ENSMUSG00000028194.15	pc	many-to-many
ENSG00000224559.2	lncRNA	ENSMUSG00000110333.1	pc	many-to-many
ENSG00000278849.1	lncRNA	ENSMUSG00000036309.14	pc	many-to-many
ENSG00000260257.2	lncRNA	ENSMUSG00000027479.14	pc	one-to-many
ENSG00000268362.5	lncRNA	ENSMUSG00000062518.7	pc	many-to-many
ENSG00000255146.1	lncRNA	ENSMUSG00000056910.4	pc	many-to-many
ENSG00000275210.1	lncRNA	ENSMUSG00000092487.1	other	many-to-many
ENSG00000229178.1	lncRNA	ENSMUSG00000021578.17	pc	one-to-many
ENSG00000250903.8	lncRNA	ENSMUSG00000113965.1	lncRNA	one-to-one
ENSG00000265702.1	lncRNA	ENSMUSG00000086487.1	lncRNA	one-to-one
ENSG00000233016.6	lncRNA	ENSMUSG00000077416.1	ncRNA	many-to-many
ENSG00000267383.6	lncRNA	ENSMUSG00000066829.7	pc	many-to-many
ENSG00000254135.2	lncRNA	ENSMUSG00000103248.1	lncRNA	one-to-one
ENSG00000252690.3	lncRNA	ENSMUSG00000097277.7	lncRNA	one-to-many
ENSG00000228830.1	lncRNA	ENSMUSG00000097060.1	lncRNA	one-to-one
ENSG00000255248.7	lncRNA	ENSMUSG00000096102.3	other	many-to-many
ENSG00000260160.1	lncRNA	ENSMUSG00000090641.2	pc	many-to-many
ENSG00000278988.1	lncRNA	ENSMUSG00000084162.1	other	many-to-many
ENSG00000224078.13	lncRNA	ENSMUSG00000096017.1	ncRNA	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000088094.1	ncRNA	many-to-many
ENSG00000261069.3	lncRNA	ENSMUSG00000096190.1	ncRNA	many-to-many
ENSG00000226237.1	lncRNA	ENSMUSG00000114433.1	lncRNA	one-to-one
ENSG00000203279.3	lncRNA	ENSMUSG00000020481.15	pc	many-to-many
ENSG00000272755.1	lncRNA	ENSMUSG00000106883.1	other	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000077208.1	ncRNA	many-to-many
ENSG00000267827.5	lncRNA	ENSMUSG00000023284.15	pc	many-to-many
ENSG00000255404.1	lncRNA	ENSMUSG00000080841.1	other	many-to-many
ENSG00000283403.1	lncRNA	ENSMUSG00000022322.8	pc	one-to-many
ENSG00000219665.8	lncRNA	ENSMUSG00000094932.7	pc	many-to-many
ENSG00000233145.1	lncRNA	ENSMUSG00000113270.1	other	many-to-many
ENSG00000233145.1	lncRNA	ENSMUSG00000101502.1	other	many-to-many
ENSG00000255248.7	lncRNA	ENSMUSG00000084203.1	other	many-to-many
ENSG00000270580.5	lncRNA	ENSMUSG00000032855.6	pc	one-to-many
ENSG00000224905.6	lncRNA	ENSMUSG00000078877.11	pc	many-to-many
ENSG00000255248.7	lncRNA	ENSMUSG00000097291.1	other	many-to-many
ENSG00000255248.7	lncRNA	ENSMUSG00000097996.1	other	many-to-many
ENSG00000273784.4	lncRNA	ENSMUSG00000112499.1	other	many-to-many
ENSG00000278916.1	lncRNA	ENSMUSG00000097164.2	lncRNA	one-to-one
ENSG00000214900.9	lncRNA	ENSMUSG00000081696.2	other	many-to-many
ENSG00000266604.1	lncRNA	ENSMUSG00000112128.1	other	many-to-many
ENSG00000236107.7	lncRNA	ENSMUSG00000087301.7	lncRNA	one-to-one
ENSG00000248008.2	lncRNA	ENSMUSG00000086368.2	lncRNA	one-to-one
ENSG00000267188.1	lncRNA	ENSMUSG00000037001.10	pc	many-to-many
ENSG00000261069.3	lncRNA	ENSMUSG00000096648.1	ncRNA	many-to-many
ENSG00000269043.1	lncRNA	ENSMUSG00000051341.5	pc	many-to-many
ENSG00000255248.7	lncRNA	ENSMUSG00000081250.2	other	many-to-many
ENSG00000255248.7	lncRNA	ENSMUSG00000097999.1	other	many-to-many
ENSG00000272508.1	lncRNA	ENSMUSG00000021950.15	pc	many-to-many
ENSG00000266268.5	lncRNA	ENSMUSG00000096726.2	other	many-to-many
ENSG00000249375.7	lncRNA	ENSMUSG00000103610.1	lncRNA	one-to-one
ENSG00000233145.1	lncRNA	ENSMUSG00000081432.1	other	many-to-many
ENSG00000279766.1	lncRNA	ENSMUSG00000083646.1	other	many-to-many
ENSG00000261606.5	lncRNA	ENSMUSG00000039714.9	pc	one-to-many
ENSG00000233145.1	lncRNA	ENSMUSG00000082375.1	other	many-to-many
ENSG00000214851.4	lncRNA	ENSMUSG00000071204.10	other	many-to-many
ENSG00000279557.1	lncRNA	ENSMUSG00000060096.4	other	many-to-many
ENSG00000197332.8	lncRNA	ENSMUSG00000080709.1	other	many-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000101807.1	other	many-to-many
ENSG00000268823.2	lncRNA	ENSMUSG00000020640.10	pc	many-to-many
ENSG00000240240.8	lncRNA	ENSMUSG00000110591.1	pc	many-to-many
ENSG00000248092.7	lncRNA	ENSMUSG00000060096.4	other	many-to-many
ENSG00000255248.7	lncRNA	ENSMUSG00000105554.1	other	many-to-many
ENSG00000228741.2	lncRNA	ENSMUSG00000071347.3	pc	many-to-many
ENSG00000269989.1	lncRNA	ENSMUSG00000101231.1	other	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000077279.1	ncRNA	many-to-many
ENSG00000234296.1	lncRNA	ENSMUSG00000070871.10	pc	many-to-many
ENSG00000236778.7	lncRNA	ENSMUSG00000017286.15	pc	many-to-many
ENSG00000219665.8	lncRNA	ENSMUSG00000055240.16	pc	many-to-many
ENSG00000219665.8	lncRNA	ENSMUSG00000096910.1	pc	many-to-many
ENSG00000269110.1	lncRNA	ENSMUSG00000067928.6	pc	many-to-many
ENSG00000234390.4	lncRNA	ENSMUSG00000087252.1	lncRNA	one-to-one
ENSG00000269110.1	lncRNA	ENSMUSG00000082576.1	other	many-to-many
ENSG00000250049.5	lncRNA	ENSMUSG00000100168.2	lncRNA	one-to-one
ENSG00000255198.4	lncRNA	ENSMUSG00000089255.1	ncRNA	one-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000077587.1	ncRNA	many-to-many
ENSG00000239219.2	lncRNA	ENSMUSG00000050035.7	pc	many-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000105554.1	other	many-to-many
ENSG00000260918.1	lncRNA	ENSMUSG00000029212.11	pc	one-to-many
ENSG00000136315.4	lncRNA	ENSMUSG00000115136.1	other	many-to-many
ENSG00000231110.1	lncRNA	ENSMUSG00000106012.1	other	many-to-many
ENSG00000268119.5	lncRNA	ENSMUSG00000022255.16	pc	many-to-many
ENSG00000233358.2	lncRNA	ENSMUSG00000029196.9	pc	one-to-many
ENSG00000273244.1	lncRNA	ENSMUSG00000096265.2	pc	many-to-many
ENSG00000197989.13	lncRNA	ENSMUSG00000065266.1	ncRNA	many-to-many
ENSG00000264772.6	lncRNA	ENSMUSG00000082390.1	other	many-to-many
ENSG00000267532.5	lncRNA	ENSMUSG00000105220.1	ncRNA	one-to-many
ENSG00000261342.1	lncRNA	ENSMUSG00000043670.4	pc	many-to-many
ENSG00000261069.3	lncRNA	ENSMUSG00000096799.1	ncRNA	many-to-many
ENSG00000244198.5	lncRNA	ENSMUSG00000048693.5	pc	many-to-many
ENSG00000275210.1	lncRNA	ENSMUSG00000080917.2	other	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000087892.1	ncRNA	many-to-many
ENSG00000215386.11	lncRNA	ENSMUSG00000090386.9	lncRNA	one-to-one
ENSG00000272755.1	lncRNA	ENSMUSG00000081680.1	other	many-to-many
ENSG00000237753.1	lncRNA	ENSMUSG00000103009.1	lncRNA	one-to-many
ENSG00000219665.8	lncRNA	ENSMUSG00000024298.14	pc	many-to-many
ENSG00000254860.5	lncRNA	ENSMUSG00000081847.1	other	many-to-many
ENSG00000261094.2	lncRNA	ENSMUSG00000035437.15	pc	one-to-many
ENSG00000255146.1	lncRNA	ENSMUSG00000092533.1	other	many-to-many
ENSG00000255248.7	lncRNA	ENSMUSG00000083807.1	other	many-to-many
ENSG00000214719.11	lncRNA	ENSMUSG00000034239.14	pc	many-to-many
ENSG00000259515.1	lncRNA	ENSMUSG00000097381.2	lncRNA	many-to-many
ENSG00000265408.1	lncRNA	ENSMUSG00000110557.1	other	many-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000098005.1	other	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000088796.1	ncRNA	many-to-many
ENSG00000246316.7	lncRNA	ENSMUSG00000098284.7	lncRNA	one-to-one
ENSG00000225746.9	lncRNA	ENSMUSG00000064496.1	ncRNA	many-to-many
ENSG00000269043.1	lncRNA	ENSMUSG00000060419.8	other	many-to-many
ENSG00000247950.6	lncRNA	ENSMUSG00000037070.10	pc	many-to-many
ENSG00000283913.1	lncRNA	ENSMUSG00000043681.5	pc	many-to-many
ENSG00000279458.2	lncRNA	ENSMUSG00000088533.1	ncRNA	many-to-many
ENSG00000214691.7	lncRNA	ENSMUSG00000100154.1	lncRNA	one-to-one
ENSG00000226380.9	lncRNA	ENSMUSG00000065610.1	ncRNA	many-to-many
ENSG00000228786.5	lncRNA	ENSMUSG00000005442.13	pc	many-to-many
ENSG00000229852.2	lncRNA	ENSMUSG00000047676.6	other	one-to-many
ENSG00000203930.10	lncRNA	ENSMUSG00000071753.11	lncRNA	one-to-one
ENSG00000258647.5	lncRNA	ENSMUSG00000108448.2	lncRNA	one-to-one
ENSG00000260160.1	lncRNA	ENSMUSG00000051341.5	pc	many-to-many
ENSG00000273618.1	lncRNA	ENSMUSG00000045691.14	pc	many-to-many
ENSG00000269110.1	lncRNA	ENSMUSG00000084350.1	other	many-to-many
ENSG00000234306.1	lncRNA	ENSMUSG00000099424.1	lncRNA	one-to-one
ENSG00000255248.7	lncRNA	ENSMUSG00000080962.1	other	many-to-many
ENSG00000282944.1	lncRNA	ENSMUSG00000024055.14	pc	one-to-many
ENSG00000241954.1	lncRNA	ENSMUSG00000041068.6	pc	many-to-many
ENSG00000243926.1	lncRNA	ENSMUSG00000100568.1	other	many-to-many
ENSG00000267607.1	lncRNA	ENSMUSG00000110790.1	lncRNA	one-to-one
ENSG00000183242.11	lncRNA	ENSMUSG00000099166.1	ncRNA	one-to-many
ENSG00000261441.1	lncRNA	ENSMUSG00000108599.1	lncRNA	one-to-one
ENSG00000223546.6	lncRNA	ENSMUSG00000100922.1	other	many-to-many
ENSG00000240240.8	lncRNA	ENSMUSG00000103542.1	other	many-to-many
ENSG00000258377.1	lncRNA	ENSMUSG00000111425.1	other	many-to-many
ENSG00000268362.5	lncRNA	ENSMUSG00000107026.1	other	many-to-many
ENSG00000223546.6	lncRNA	ENSMUSG00000100648.1	other	many-to-many
ENSG00000238266.1	lncRNA	ENSMUSG00000100513.1	other	many-to-many
ENSG00000269893.6	lncRNA	ENSMUSG00000077337.1	ncRNA	many-to-many
ENSG00000256742.1	lncRNA	ENSMUSG00000056735.5	lncRNA	one-to-one
ENSG00000197989.13	lncRNA	ENSMUSG00000105911.1	ncRNA	many-to-many
ENSG00000279766.1	lncRNA	ENSMUSG00000082310.1	other	many-to-many
ENSG00000269110.1	lncRNA	ENSMUSG00000036898.16	pc	many-to-many
ENSG00000262117.5	lncRNA	ENSMUSG00000111667.1	other	many-to-many
ENSG00000260276.2	lncRNA	ENSMUSG00000022711.15	pc	one-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000052482.6	other	many-to-many
ENSG00000232648.3	lncRNA	ENSMUSG00000074357.3	lncRNA	one-to-one
ENSG00000272692.1	lncRNA	ENSMUSG00000103160.1	lncRNA	one-to-many
ENSG00000224559.2	lncRNA	ENSMUSG00000047696.16	pc	one-to-many
ENSG00000248671.7	lncRNA	ENSMUSG00000054648.7	pc	many-to-many
ENSG00000257235.1	lncRNA	ENSMUSG00000101133.1	lncRNA	one-to-many
ENSG00000228136.1	lncRNA	ENSMUSG00000018425.18	pc	many-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000080303.2	other	many-to-many
ENSG00000278905.1	lncRNA	ENSMUSG00000114401.1	lncRNA	one-to-one
ENSG00000243926.1	lncRNA	ENSMUSG00000083374.1	other	many-to-many
ENSG00000257524.5	lncRNA	ENSMUSG00000026817.14	pc	many-to-many
ENSG00000219665.8	lncRNA	ENSMUSG00000063905.2	pc	many-to-many
ENSG00000269043.1	lncRNA	ENSMUSG00000092416.2	pc	many-to-many
ENSG00000254929.6	lncRNA	ENSMUSG00000075370.10	pc	many-to-many
ENSG00000235288.3	lncRNA	ENSMUSG00000038412.8	pc	many-to-many
ENSG00000233515.1	lncRNA	ENSMUSG00000025340.14	pc	many-to-many
ENSG00000257379.1	lncRNA	ENSMUSG00000056851.13	pc	many-to-many
ENSG00000278600.1	lncRNA	ENSMUSG00000099974.1	pc	many-to-many
ENSG00000280890.1	lncRNA	ENSMUSG00000030051.10	pc	many-to-many
ENSG00000273639.5	lncRNA	ENSMUSG00000020716.16	pc	many-to-many
ENSG00000260790.1	lncRNA	ENSMUSG00000030877.11	pc	one-to-many
ENSG00000224905.6	lncRNA	ENSMUSG00000058246.7	pc	many-to-many
ENSG00000230563.2	lncRNA	ENSMUSG00000086379.7	lncRNA	one-to-many
ENSG00000278202.1	lncRNA	ENSMUSG00000002546.16	pc	many-to-many
ENSG00000256637.6	lncRNA	ENSMUSG00000100832.1	lncRNA	one-to-one
ENSG00000269110.1	lncRNA	ENSMUSG00000057396.7	pc	many-to-many
ENSG00000232973.11	lncRNA	ENSMUSG00000083493.1	other	many-to-many
ENSG00000255248.7	lncRNA	ENSMUSG00000082114.2	other	many-to-many
ENSG00000244125.1	lncRNA	ENSMUSG00000049252.17	pc	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000089501.1	ncRNA	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000077455.1	ncRNA	many-to-many
ENSG00000231110.1	lncRNA	ENSMUSG00000081747.1	other	many-to-many
ENSG00000234292.3	lncRNA	ENSMUSG00000097098.8	lncRNA	one-to-one
ENSG00000232347.1	lncRNA	ENSMUSG00000023284.15	pc	many-to-many
ENSG00000260160.1	lncRNA	ENSMUSG00000107026.1	other	many-to-many
ENSG00000224078.13	lncRNA	ENSMUSG00000094554.1	ncRNA	many-to-many
ENSG00000255146.1	lncRNA	ENSMUSG00000090355.3	other	many-to-many
ENSG00000234222.6	lncRNA	ENSMUSG00000034263.13	pc	many-to-many
ENSG00000284534.1	lncRNA	ENSMUSG00000098137.3	other	many-to-many
ENSG00000266268.5	lncRNA	ENSMUSG00000082622.1	other	many-to-many
ENSG00000283217.1	lncRNA	ENSMUSG00000027195.10	pc	many-to-many
ENSG00000267383.6	lncRNA	ENSMUSG00000055341.10	pc	many-to-many
ENSG00000266248.1	lncRNA	ENSMUSG00000100600.6	lncRNA	one-to-many
ENSG00000269110.1	lncRNA	ENSMUSG00000052909.8	other	many-to-many
ENSG00000230551.4	lncRNA	ENSMUSG00000083631.2	other	many-to-many
ENSG00000260899.1	lncRNA	ENSMUSG00000030815.11	pc	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000094239.1	ncRNA	many-to-many
ENSG00000232907.7	lncRNA	ENSMUSG00000087179.8	lncRNA	one-to-one
ENSG00000273637.1	lncRNA	ENSMUSG00000028647.13	pc	many-to-many
ENSG00000197332.8	lncRNA	ENSMUSG00000111834.1	other	many-to-many
ENSG00000255248.7	lncRNA	ENSMUSG00000069376.2	other	many-to-many
ENSG00000244137.1	lncRNA	ENSMUSG00000031980.9	pc	one-to-many
ENSG00000260345.1	lncRNA	ENSMUSG00000031782.15	pc	many-to-many
ENSG00000262468.5	lncRNA	ENSMUSG00000022519.13	pc	one-to-many
ENSG00000266268.5	lncRNA	ENSMUSG00000100814.1	other	many-to-many
ENSG00000215117.5	lncRNA	ENSMUSG00000079171.3	lncRNA	many-to-many
ENSG00000255410.1	lncRNA	ENSMUSG00000105305.1	other	many-to-many
ENSG00000279766.1	lncRNA	ENSMUSG00000036698.10	pc	many-to-many
ENSG00000255248.7	lncRNA	ENSMUSG00000101486.1	other	many-to-many
ENSG00000223546.6	lncRNA	ENSMUSG00000084200.1	other	many-to-many
ENSG00000180769.8	lncRNA	ENSMUSG00000106492.1	lncRNA	one-to-one
ENSG00000260280.5	lncRNA	ENSMUSG00000000739.14	pc	many-to-many
ENSG00000284534.1	lncRNA	ENSMUSG00000114923.1	pc	many-to-many
ENSG00000278202.1	lncRNA	ENSMUSG00000030519.14	pc	many-to-many
ENSG00000277147.4	lncRNA	ENSMUSG00000038170.15	pc	one-to-many
ENSG00000272755.1	lncRNA	ENSMUSG00000113072.1	other	many-to-many
ENSG00000224559.2	lncRNA	ENSMUSG00000090808.2	pc	many-to-many
ENSG00000196756.11	lncRNA	ENSMUSG00000064783.1	ncRNA	many-to-many
ENSG00000269364.1	lncRNA	ENSMUSG00000114110.1	other	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000088125.1	ncRNA	many-to-many
ENSG00000233825.1	lncRNA	ENSMUSG00000101320.1	lncRNA	one-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000098240.1	other	many-to-many
ENSG00000231412.2	lncRNA	ENSMUSG00000108558.1	other	many-to-many
ENSG00000260160.1	lncRNA	ENSMUSG00000074824.3	pc	many-to-many
ENSG00000255248.7	lncRNA	ENSMUSG00000080870.1	other	many-to-many
ENSG00000272635.1	lncRNA	ENSMUSG00000043681.5	pc	many-to-many
ENSG00000204528.3	lncRNA	ENSMUSG00000071532.6	other	many-to-many
ENSG00000275210.1	lncRNA	ENSMUSG00000115021.1	pc	many-to-many
ENSG00000272755.1	lncRNA	ENSMUSG00000080846.1	other	many-to-many
ENSG00000229832.1	lncRNA	ENSMUSG00000083038.1	other	many-to-many
ENSG00000256725.1	lncRNA	ENSMUSG00000029420.12	pc	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000077629.1	ncRNA	many-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000080870.1	other	many-to-many
ENSG00000272755.1	lncRNA	ENSMUSG00000081622.1	other	many-to-many
ENSG00000206337.10	lncRNA	ENSMUSG00000073411.11	pc	one-to-many
ENSG00000234918.1	lncRNA	ENSMUSG00000090808.2	pc	many-to-many
ENSG00000215481.9	lncRNA	ENSMUSG00000006344.17	pc	many-to-many
ENSG00000255248.7	lncRNA	ENSMUSG00000082919.1	other	many-to-many
ENSG00000267192.1	lncRNA	ENSMUSG00000032449.13	pc	many-to-many
ENSG00000255248.7	lncRNA	ENSMUSG00000094852.3	other	many-to-many
ENSG00000261064.1	lncRNA	ENSMUSG00000030525.8	pc	many-to-many
