# Orthology table created using a modified version of ConnectOR (https://github.com/cobRNA/ConnectOR-optimized/)					
# by Sasti Gopal Das					
H_gene_id	H_gene_type	M_gene_id	M_gene_type	orthology_type	gencode_versions
ENSG00000266969.2	lncRNA	ENSMUSG00000118134.4	lncRNA	one-to-many	GENCODE.v47vsM6548
ENSG00000225127.6	lncRNA	ENSMUSG00000087618.3	lncRNA	one-to-one	GENCODE.v47vsM6549
ENSG00000233559.3	lncRNA	ENSMUSG00000087312.3	lncRNA	one-to-one	GENCODE.v47vsM6550
ENSG00000250334.9	lncRNA	ENSMUSG00000097516.9	lncRNA	one-to-one	GENCODE.v47vsM6551
ENSG00000214407.4	lncRNA	ENSMUSG00000140672.1	lncRNA	one-to-many	GENCODE.v47vsM6552
ENSG00000285689.1	lncRNA	ENSMUSG00000120037.2	lncRNA	one-to-many	GENCODE.v47vsM6553
ENSG00000293016.1	lncRNA	ENSMUSG00000132604.1	lncRNA	many-to-many	GENCODE.v47vsM6554
ENSG00000288755.2	lncRNA	ENSMUSG00000125387.1	lncRNA	many-to-many	GENCODE.v47vsM6555
ENSG00000286573.2	lncRNA	ENSMUSG00000141843.1	lncRNA	one-to-one	GENCODE.v47vsM6556
ENSG00000229931.4	lncRNA	ENSMUSG00000038152.7	lncRNA	one-to-one	GENCODE.v47vsM6557
ENSG00000249497.1	lncRNA	ENSMUSG00000084856.3	lncRNA	one-to-one	GENCODE.v47vsM6558
ENSG00000235535.10	lncRNA	ENSMUSG00000112707.3	lncRNA	one-to-one	GENCODE.v47vsM6559
ENSG00000303962.1	lncRNA	ENSMUSG00000113696.3	lncRNA	one-to-one	GENCODE.v47vsM6560
ENSG00000287886.2	lncRNA	ENSMUSG00000133648.1	lncRNA	one-to-many	GENCODE.v47vsM6561
ENSG00000305450.1	lncRNA	ENSMUSG00000125397.1	lncRNA	one-to-one	GENCODE.v47vsM6562
ENSG00000299874.1	lncRNA	ENSMUSG00000114369.4	lncRNA	one-to-one	GENCODE.v47vsM6563
ENSG00000307727.1	lncRNA	ENSMUSG00000136264.1	lncRNA	one-to-one	GENCODE.v47vsM6564
ENSG00000304030.1	lncRNA	ENSMUSG00000111555.2	lncRNA	one-to-one	GENCODE.v47vsM6565
ENSG00000295175.1	lncRNA	ENSMUSG00000143355.1	lncRNA	one-to-one	GENCODE.v47vsM6566
ENSG00000301524.1	lncRNA	ENSMUSG00000140470.1	lncRNA	one-to-one	GENCODE.v47vsM6567
ENSG00000230148.9	lncRNA	ENSMUSG00000084844.6	lncRNA	many-to-many	GENCODE.v47vsM6568
ENSG00000258082.2	lncRNA	ENSMUSG00000110697.4	lncRNA	one-to-many	GENCODE.v47vsM6569
ENSG00000224086.7	lncRNA	ENSMUSG00000116823.3	lncRNA	one-to-many	GENCODE.v47vsM6570
ENSG00000245888.8	lncRNA	ENSMUSG00000125853.1	lncRNA	one-to-half	GENCODE.v47vsM6571
ENSG00000224901.1	lncRNA	ENSMUSG00000141789.1	lncRNA	one-to-one	GENCODE.v47vsM6572
ENSG00000287919.2	lncRNA	ENSMUSG00000134832.1	lncRNA	one-to-one	GENCODE.v47vsM6573
ENSG00000236544.2	lncRNA	ENSMUSG00000126536.1	lncRNA	one-to-one	GENCODE.v47vsM6574
ENSG00000264278.2	lncRNA	ENSMUSG00000097141.3	lncRNA	one-to-many	GENCODE.v47vsM6575
ENSG00000254363.7	lncRNA	ENSMUSG00000138730.1	lncRNA	many-to-many	GENCODE.v47vsM6576
ENSG00000256286.3	lncRNA	ENSMUSG00000136763.1	lncRNA	one-to-many	GENCODE.v47vsM6577
ENSG00000290018.1	lncRNA	ENSMUSG00000131360.1	lncRNA	many-to-many	GENCODE.v47vsM6578
ENSG00000289473.3	lncRNA	ENSMUSG00000109965.3	lncRNA	one-to-one	GENCODE.v47vsM6579
ENSG00000255867.2	lncRNA	ENSMUSG00000134170.1	lncRNA	one-to-one	GENCODE.v47vsM6580
ENSG00000287054.1	lncRNA	ENSMUSG00000130645.1	lncRNA	one-to-one	GENCODE.v47vsM6581
ENSG00000297721.1	lncRNA	ENSMUSG00000132590.1	lncRNA	one-to-one	GENCODE.v47vsM6582
ENSG00000235257.12	lncRNA	ENSMUSG00000086119.4	lncRNA	many-to-many	GENCODE.v47vsM6583
ENSG00000239335.4	lncRNA	ENSMUSG00000139867.1	lncRNA	one-to-one	GENCODE.v47vsM6584
ENSG00000254024.2	lncRNA	ENSMUSG00000089804.5	lncRNA	one-to-many	GENCODE.v47vsM6585
ENSG00000288961.3	lncRNA	ENSMUSG00000125753.1	lncRNA	one-to-one	GENCODE.v47vsM6586
ENSG00000260807.8	lncRNA	ENSMUSG00000091475.8	lncRNA	one-to-many	GENCODE.v47vsM6587
ENSG00000255404.1	lncRNA	ENSMUSG00000121780.2	lncRNA	one-to-many	GENCODE.v47vsM6588
ENSG00000309434.1	lncRNA	ENSMUSG00000143014.1	lncRNA	one-to-one	GENCODE.v47vsM6589
ENSG00000253582.2	lncRNA	ENSMUSG00000142181.1	lncRNA	one-to-one	GENCODE.v47vsM6590
ENSG00000309897.1	lncRNA	ENSMUSG00000112857.3	lncRNA	many-to-many	GENCODE.v47vsM6591
ENSG00000226281.7	lncRNA	ENSMUSG00000099847.3	lncRNA	one-to-many	GENCODE.v47vsM6592
ENSG00000303571.1	lncRNA	ENSMUSG00000118369.3	lncRNA	one-to-many	GENCODE.v47vsM6593
ENSG00000234423.3	lncRNA	ENSMUSG00000142847.1	lncRNA	one-to-many	GENCODE.v47vsM6594
ENSG00000293083.1	lncRNA	ENSMUSG00000141455.1	lncRNA	many-to-many	GENCODE.v47vsM6595
ENSG00000267097.2	lncRNA	ENSMUSG00000132614.1	lncRNA	one-to-many	GENCODE.v47vsM6596
ENSG00000288740.2	lncRNA	ENSMUSG00000114372.2	lncRNA	one-to-one	GENCODE.v47vsM6597
ENSG00000289132.2	lncRNA	ENSMUSG00000086629.11	lncRNA	one-to-many	GENCODE.v47vsM6598
ENSG00000283083.3	lncRNA	ENSMUSG00000131482.1	lncRNA	one-to-many	GENCODE.v47vsM6599
ENSG00000243089.3	lncRNA	ENSMUSG00000104285.2	lncRNA	one-to-many	GENCODE.v47vsM6600
ENSG00000228495.4	lncRNA	ENSMUSG00000087400.11	lncRNA	one-to-many	GENCODE.v47vsM6601
ENSG00000271860.10	lncRNA	ENSMUSG00000099150.3	lncRNA	many-to-many	GENCODE.v47vsM6602
ENSG00000296604.1	lncRNA	ENSMUSG00000137699.1	lncRNA	one-to-one	GENCODE.v47vsM6603
ENSG00000253959.2	lncRNA	ENSMUSG00000103635.2	lncRNA	one-to-one	GENCODE.v47vsM6604
ENSG00000266256.4	lncRNA	ENSMUSG00000138135.1	lncRNA	one-to-many	GENCODE.v47vsM6605
ENSG00000267532.7	lncRNA	ENSMUSG00000135539.1	lncRNA	many-to-many	GENCODE.v47vsM6606
ENSG00000300380.1	lncRNA	ENSMUSG00000122654.1	lncRNA	one-to-one	GENCODE.v47vsM6607
ENSG00000305736.1	lncRNA	ENSMUSG00000106586.3	lncRNA	one-to-one	GENCODE.v47vsM6608
ENSG00000232618.2	lncRNA	ENSMUSG00000120437.2	lncRNA	one-to-one	GENCODE.v47vsM6609
ENSG00000273329.3	lncRNA	ENSMUSG00000120456.2	lncRNA	one-to-one	GENCODE.v47vsM6610
ENSG00000295791.1	lncRNA	ENSMUSG00000120763.2	lncRNA	one-to-many	GENCODE.v47vsM6611
ENSG00000256315.2	lncRNA	ENSMUSG00000143460.1	lncRNA	one-to-one	GENCODE.v47vsM6612
ENSG00000282057.1	lncRNA	ENSMUSG00000121832.2	lncRNA	many-to-many	GENCODE.v47vsM6613
ENSG00000223546.10	lncRNA	ENSMUSG00000087553.3	lncRNA	many-to-many	GENCODE.v47vsM6614
ENSG00000289848.2	lncRNA	ENSMUSG00000130051.1	lncRNA	one-to-one	GENCODE.v47vsM6615
ENSG00000309461.1	lncRNA	ENSMUSG00000116839.3	lncRNA	many-to-many	GENCODE.v47vsM6616
ENSG00000255248.11	lncRNA	ENSMUSG00000074415.18	lncRNA	many-to-many	GENCODE.v47vsM6617
ENSG00000269246.3	lncRNA	ENSMUSG00000134760.1	lncRNA	one-to-many	GENCODE.v47vsM6618
ENSG00000253111.3	lncRNA	ENSMUSG00000140450.1	lncRNA	many-to-many	GENCODE.v47vsM6619
ENSG00000304554.1	lncRNA	ENSMUSG00000101643.2	lncRNA	one-to-one	GENCODE.v47vsM6620
ENSG00000298759.1	lncRNA	ENSMUSG00000132123.1	lncRNA	one-to-one	GENCODE.v47vsM6621
ENSG00000306071.1	lncRNA	ENSMUSG00000142658.1	lncRNA	one-to-one	GENCODE.v47vsM6622
ENSG00000308586.1	lncRNA	ENSMUSG00000121411.2	lncRNA	many-to-many	GENCODE.v47vsM6623
ENSG00000233365.3	lncRNA	ENSMUSG00000122949.1	lncRNA	one-to-many	GENCODE.v47vsM6624
ENSG00000260032.3	lncRNA	ENSMUSG00000128663.1	lncRNA	many-to-many	GENCODE.v47vsM6625
ENSG00000213904.12	lncRNA	ENSMUSG00000053714.11	lncRNA	many-to-many	GENCODE.v47vsM6626
ENSG00000223935.4	lncRNA	ENSMUSG00000129234.1	lncRNA	one-to-one	GENCODE.v47vsM6627
ENSG00000289093.2	lncRNA	ENSMUSG00000135834.1	lncRNA	one-to-many	GENCODE.v47vsM6628
ENSG00000256637.10	lncRNA	ENSMUSG00000100832.4	lncRNA	one-to-one	GENCODE.v47vsM6629
ENSG00000243295.3	lncRNA	ENSMUSG00000097898.10	lncRNA	one-to-one	GENCODE.v47vsM6630
ENSG00000271086.8	lncRNA	ENSMUSG00000132842.1	lncRNA	one-to-many	GENCODE.v47vsM6631
ENSG00000226733.5	lncRNA	ENSMUSG00000132263.1	lncRNA	one-to-one	GENCODE.v47vsM6632
ENSG00000255136.4	lncRNA	ENSMUSG00000097974.4	lncRNA	many-to-many	GENCODE.v47vsM6633
ENSG00000304771.1	lncRNA	ENSMUSG00000123940.1	lncRNA	one-to-many	GENCODE.v47vsM6634
ENSG00000297628.1	lncRNA	ENSMUSG00000142007.1	lncRNA	one-to-half	GENCODE.v47vsM6635
ENSG00000293035.2	lncRNA	ENSMUSG00000142241.1	lncRNA	one-to-half	GENCODE.v47vsM6636
ENSG00000230490.5	lncRNA	ENSMUSG00000054622.7	lncRNA	many-to-many	GENCODE.v47vsM6637
ENSG00000276259.1	lncRNA	ENSMUSG00000114722.3	lncRNA	one-to-many	GENCODE.v47vsM6638
ENSG00000307993.1	lncRNA	ENSMUSG00000104055.3	lncRNA	one-to-many	GENCODE.v47vsM6639
ENSG00000305173.1	lncRNA	ENSMUSG00000120516.2	lncRNA	one-to-one	GENCODE.v47vsM6640
ENSG00000259887.2	lncRNA	ENSMUSG00000122850.1	lncRNA	one-to-many	GENCODE.v47vsM6641
ENSG00000235214.2	lncRNA	ENSMUSG00000086754.4	lncRNA	one-to-many	GENCODE.v47vsM6642
ENSG00000250392.3	lncRNA	ENSMUSG00000121419.2	lncRNA	many-to-many	GENCODE.v47vsM6643
ENSG00000267421.7	lncRNA	ENSMUSG00000129558.1	lncRNA	one-to-one	GENCODE.v47vsM6644
ENSG00000236053.1	lncRNA	ENSMUSG00000109432.3	lncRNA	one-to-one	GENCODE.v47vsM6645
ENSG00000271395.3	lncRNA	ENSMUSG00000136640.1	lncRNA	one-to-one	GENCODE.v47vsM6646
ENSG00000257595.4	lncRNA	ENSMUSG00000131264.1	lncRNA	one-to-many	GENCODE.v47vsM6647
ENSG00000237298.12	lncRNA	ENSMUSG00000086354.3	lncRNA	one-to-many	GENCODE.v47vsM6648
ENSG00000299334.1	lncRNA	ENSMUSG00000104677.2	lncRNA	one-to-one	GENCODE.v47vsM6649
ENSG00000297454.1	lncRNA	ENSMUSG00000137894.1	lncRNA	one-to-one	GENCODE.v47vsM6650
ENSG00000234076.3	lncRNA	ENSMUSG00000120515.2	lncRNA	one-to-one	GENCODE.v47vsM6651
ENSG00000261215.1	lncRNA	ENSMUSG00000142040.1	lncRNA	many-to-many	GENCODE.v47vsM6652
ENSG00000289096.1	lncRNA	ENSMUSG00000140972.1	lncRNA	one-to-one	GENCODE.v47vsM6653
ENSG00000249306.8	lncRNA	ENSMUSG00000113599.3	lncRNA	one-to-half	GENCODE.v47vsM6654
ENSG00000228649.12	lncRNA	ENSMUSG00000097180.8	lncRNA	many-to-many	GENCODE.v47vsM6655
ENSG00000295641.1	lncRNA	ENSMUSG00000117823.3	lncRNA	one-to-one	GENCODE.v47vsM6656
ENSG00000297865.1	lncRNA	ENSMUSG00000119994.2	lncRNA	one-to-many	GENCODE.v47vsM6657
ENSG00000262413.1	lncRNA	ENSMUSG00000128647.1	lncRNA	one-to-one	GENCODE.v47vsM6658
ENSG00000299100.1	lncRNA	ENSMUSG00000122474.1	lncRNA	one-to-many	GENCODE.v47vsM6659
ENSG00000306235.1	lncRNA	ENSMUSG00000093535.3	lncRNA	one-to-one	GENCODE.v47vsM6660
ENSG00000223774.6	lncRNA	ENSMUSG00000135221.1	lncRNA	one-to-one	GENCODE.v47vsM6661
ENSG00000279365.1	lncRNA	ENSMUSG00000136877.1	lncRNA	one-to-many	GENCODE.v47vsM6662
ENSG00000273472.3	lncRNA	ENSMUSG00000074228.4	lncRNA	one-to-one	GENCODE.v47vsM6663
ENSG00000224132.3	lncRNA	ENSMUSG00000131460.1	lncRNA	one-to-one	GENCODE.v47vsM6664
ENSG00000286356.2	lncRNA	ENSMUSG00000085230.3	lncRNA	one-to-one	GENCODE.v47vsM6665
ENSG00000305193.1	lncRNA	ENSMUSG00000117770.3	lncRNA	one-to-one	GENCODE.v47vsM6666
ENSG00000308164.1	lncRNA	ENSMUSG00000120271.2	lncRNA	one-to-one	GENCODE.v47vsM6667
ENSG00000295487.1	lncRNA	ENSMUSG00000140318.1	lncRNA	one-to-many	GENCODE.v47vsM6668
ENSG00000289489.2	lncRNA	ENSMUSG00000134002.1	lncRNA	one-to-one	GENCODE.v47vsM6669
ENSG00000304839.1	lncRNA	ENSMUSG00000099957.6	lncRNA	one-to-many	GENCODE.v47vsM6670
ENSG00000309439.1	lncRNA	ENSMUSG00000086031.3	lncRNA	one-to-one	GENCODE.v47vsM6671
ENSG00000294956.1	lncRNA	ENSMUSG00000126027.1	lncRNA	one-to-many	GENCODE.v47vsM6672
ENSG00000203999.11	lncRNA	ENSMUSG00000087624.3	lncRNA	one-to-many	GENCODE.v47vsM6673
ENSG00000295459.1	lncRNA	ENSMUSG00000087038.12	lncRNA	one-to-one	GENCODE.v47vsM6674
ENSG00000255320.3	lncRNA	ENSMUSG00000117710.3	lncRNA	one-to-one	GENCODE.v47vsM6675
ENSG00000304200.1	lncRNA	ENSMUSG00000130685.1	lncRNA	one-to-one	GENCODE.v47vsM6676
ENSG00000234948.3	lncRNA	ENSMUSG00000138823.1	lncRNA	one-to-many	GENCODE.v47vsM6677
ENSG00000287938.2	lncRNA	ENSMUSG00000097182.5	lncRNA	many-to-many	GENCODE.v47vsM6678
ENSG00000284696.3	lncRNA	ENSMUSG00000129211.1	lncRNA	one-to-many	GENCODE.v47vsM6679
ENSG00000245008.5	lncRNA	ENSMUSG00000110844.3	lncRNA	one-to-one	GENCODE.v47vsM6680
ENSG00000293110.2	lncRNA	ENSMUSG00000110831.2	lncRNA	many-to-many	GENCODE.v47vsM6681
ENSG00000305493.1	lncRNA	ENSMUSG00000125946.1	lncRNA	one-to-one	GENCODE.v47vsM6682
ENSG00000275549.1	lncRNA	ENSMUSG00000138353.1	lncRNA	one-to-one	GENCODE.v47vsM6683
ENSG00000286482.3	lncRNA	ENSMUSG00000120361.2	lncRNA	many-to-many	GENCODE.v47vsM6684
ENSG00000295897.1	lncRNA	ENSMUSG00000120479.2	lncRNA	one-to-one	GENCODE.v47vsM6685
ENSG00000248279.5	lncRNA	ENSMUSG00000136470.1	lncRNA	one-to-one	GENCODE.v47vsM6686
ENSG00000287335.3	lncRNA	ENSMUSG00000084840.3	lncRNA	one-to-one	GENCODE.v47vsM6687
ENSG00000289185.2	lncRNA	ENSMUSG00000135721.1	lncRNA	one-to-many	GENCODE.v47vsM6688
ENSG00000266256.4	lncRNA	ENSMUSG00000139598.1	lncRNA	one-to-many	GENCODE.v47vsM6689
ENSG00000290496.2	lncRNA	ENSMUSG00000139502.1	lncRNA	many-to-many	GENCODE.v47vsM6690
ENSG00000289159.3	lncRNA	ENSMUSG00000120380.2	lncRNA	one-to-one	GENCODE.v47vsM6691
ENSG00000286591.2	lncRNA	ENSMUSG00000127724.1	lncRNA	one-to-one	GENCODE.v47vsM6692
ENSG00000260352.2	lncRNA	ENSMUSG00000055159.10	lncRNA	one-to-one	GENCODE.v47vsM6693
ENSG00000253665.3	lncRNA	ENSMUSG00000129592.1	lncRNA	one-to-one	GENCODE.v47vsM6694
ENSG00000255647.4	lncRNA	ENSMUSG00000097793.4	lncRNA	one-to-one	GENCODE.v47vsM6695
ENSG00000170919.17	lncRNA	ENSMUSG00000085829.4	lncRNA	one-to-half	GENCODE.v47vsM6696
ENSG00000253339.5	lncRNA	ENSMUSG00000132226.1	lncRNA	one-to-one	GENCODE.v47vsM6697
ENSG00000302990.1	lncRNA	ENSMUSG00000087424.4	lncRNA	one-to-one	GENCODE.v47vsM6698
ENSG00000287154.1	lncRNA	ENSMUSG00000079528.12	lncRNA	one-to-one	GENCODE.v47vsM6699
ENSG00000232413.1	lncRNA	ENSMUSG00000087461.4	lncRNA	one-to-one	GENCODE.v47vsM6700
ENSG00000304986.1	lncRNA	ENSMUSG00000112375.3	lncRNA	one-to-one	GENCODE.v47vsM6701
ENSG00000281196.2	lncRNA	ENSMUSG00000086715.3	lncRNA	one-to-one	GENCODE.v47vsM6702
ENSG00000271952.4	lncRNA	ENSMUSG00000137989.1	lncRNA	one-to-one	GENCODE.v47vsM6703
ENSG00000303108.1	lncRNA	ENSMUSG00000106053.3	lncRNA	one-to-one	GENCODE.v47vsM6704
ENSG00000225128.2	lncRNA	ENSMUSG00000103740.2	lncRNA	one-to-one	GENCODE.v47vsM6705
ENSG00000302535.1	lncRNA	ENSMUSG00000120498.2	lncRNA	one-to-one	GENCODE.v47vsM6706
ENSG00000295645.1	lncRNA	ENSMUSG00000097207.10	lncRNA	one-to-many	GENCODE.v47vsM6707
ENSG00000302738.1	lncRNA	ENSMUSG00000140879.1	lncRNA	one-to-one	GENCODE.v47vsM6708
ENSG00000293321.1	lncRNA	ENSMUSG00000106483.3	lncRNA	many-to-many	GENCODE.v47vsM6709
ENSG00000302144.1	lncRNA	ENSMUSG00000129703.1	lncRNA	one-to-many	GENCODE.v47vsM6710
ENSG00000300149.1	lncRNA	ENSMUSG00000141438.1	lncRNA	one-to-one	GENCODE.v47vsM6711
ENSG00000307631.1	lncRNA	ENSMUSG00000101741.4	lncRNA	one-to-one	GENCODE.v47vsM6712
ENSG00000266850.2	lncRNA	ENSMUSG00000122951.1	lncRNA	one-to-many	GENCODE.v47vsM6713
ENSG00000286608.3	lncRNA	ENSMUSG00000112805.3	lncRNA	many-to-many	GENCODE.v47vsM6714
ENSG00000297965.1	lncRNA	ENSMUSG00000120626.2	lncRNA	one-to-one	GENCODE.v47vsM6715
ENSG00000234690.8	lncRNA	ENSMUSG00000126313.1	lncRNA	many-to-many	GENCODE.v47vsM6716
ENSG00000232671.9	lncRNA	ENSMUSG00000085956.4	lncRNA	one-to-one	GENCODE.v47vsM6717
ENSG00000255384.2	lncRNA	ENSMUSG00000110773.3	lncRNA	one-to-one	GENCODE.v47vsM6718
ENSG00000299832.1	lncRNA	ENSMUSG00000125798.1	lncRNA	one-to-one	GENCODE.v47vsM6719
ENSG00000273456.3	lncRNA	ENSMUSG00000119961.2	lncRNA	one-to-one	GENCODE.v47vsM6720
ENSG00000295420.1	lncRNA	ENSMUSG00000085558.10	lncRNA	many-to-many	GENCODE.v47vsM6721
ENSG00000254003.2	lncRNA	ENSMUSG00000086528.2	lncRNA	one-to-many	GENCODE.v47vsM6722
ENSG00000287398.1	lncRNA	ENSMUSG00000124938.1	lncRNA	many-to-many	GENCODE.v47vsM6723
ENSG00000295189.1	lncRNA	ENSMUSG00000120525.2	lncRNA	one-to-one	GENCODE.v47vsM6724
ENSG00000249406.4	lncRNA	ENSMUSG00000126441.1	lncRNA	one-to-one	GENCODE.v47vsM6725
ENSG00000293667.1	lncRNA	ENSMUSG00000128289.1	lncRNA	one-to-many	GENCODE.v47vsM6726
ENSG00000277987.4	lncRNA	ENSMUSG00000109458.3	lncRNA	one-to-many	GENCODE.v47vsM6727
ENSG00000299420.1	lncRNA	ENSMUSG00000140523.1	lncRNA	one-to-one	GENCODE.v47vsM6728
ENSG00000232849.3	lncRNA	ENSMUSG00000104296.2	lncRNA	one-to-one	GENCODE.v47vsM6729
ENSG00000253361.4	lncRNA	ENSMUSG00000119968.2	lncRNA	many-to-many	GENCODE.v47vsM6730
ENSG00000303866.1	lncRNA	ENSMUSG00000084811.4	lncRNA	one-to-one	GENCODE.v47vsM6731
ENSG00000246548.4	lncRNA	ENSMUSG00000120428.2	lncRNA	one-to-many	GENCODE.v47vsM6732
ENSG00000304628.1	lncRNA	ENSMUSG00000131565.1	lncRNA	one-to-one	GENCODE.v47vsM6733
ENSG00000294343.1	lncRNA	ENSMUSG00000137904.1	lncRNA	one-to-one	GENCODE.v47vsM6734
ENSG00000287277.3	lncRNA	ENSMUSG00000133332.1	lncRNA	one-to-one	GENCODE.v47vsM6735
ENSG00000236464.2	lncRNA	ENSMUSG00000097962.9	lncRNA	one-to-many	GENCODE.v47vsM6736
ENSG00000273106.2	lncRNA	ENSMUSG00000097047.4	lncRNA	one-to-one	GENCODE.v47vsM6737
ENSG00000284500.4	lncRNA	ENSMUSG00000142933.1	lncRNA	one-to-many	GENCODE.v47vsM6738
ENSG00000279142.1	lncRNA	ENSMUSG00000103830.2	lncRNA	one-to-one	GENCODE.v47vsM6739
ENSG00000290913.2	lncRNA	ENSMUSG00000135899.1	lncRNA	many-to-many	GENCODE.v47vsM6740
ENSG00000302075.1	lncRNA	ENSMUSG00000109137.3	lncRNA	one-to-one	GENCODE.v47vsM6741
ENSG00000288999.3	lncRNA	ENSMUSG00000141810.1	lncRNA	one-to-many	GENCODE.v47vsM6742
ENSG00000284600.2	lncRNA	ENSMUSG00000127902.1	lncRNA	one-to-one	GENCODE.v47vsM6743
ENSG00000304906.1	lncRNA	ENSMUSG00000130872.1	lncRNA	one-to-one	GENCODE.v47vsM6744
ENSG00000225792.4	lncRNA	ENSMUSG00000125981.1	lncRNA	one-to-one	GENCODE.v47vsM6745
ENSG00000287310.2	lncRNA	ENSMUSG00000112093.2	lncRNA	one-to-one	GENCODE.v47vsM6746
ENSG00000232832.2	lncRNA	ENSMUSG00000120962.1	lncRNA	many-to-many	GENCODE.v47vsM6747
ENSG00000205885.9	lncRNA	ENSMUSG00000107552.3	lncRNA	one-to-one	GENCODE.v47vsM6748
ENSG00000291089.2	lncRNA	ENSMUSG00000100111.4	lncRNA	many-to-many	GENCODE.v47vsM6749
ENSG00000303858.1	lncRNA	ENSMUSG00000115420.2	lncRNA	many-to-many	GENCODE.v47vsM6750
ENSG00000291062.2	lncRNA	ENSMUSG00000108991.2	lncRNA	many-to-many	GENCODE.v47vsM6751
ENSG00000301754.1	lncRNA	ENSMUSG00000120817.2	lncRNA	one-to-one	GENCODE.v47vsM6752
ENSG00000301762.1	lncRNA	ENSMUSG00000123369.1	lncRNA	one-to-one	GENCODE.v47vsM6753
ENSG00000286548.1	lncRNA	ENSMUSG00000135020.1	lncRNA	one-to-one	GENCODE.v47vsM6754
ENSG00000290057.2	lncRNA	ENSMUSG00000131230.1	lncRNA	many-to-many	GENCODE.v47vsM6755
ENSG00000301698.1	lncRNA	ENSMUSG00000142805.1	lncRNA	one-to-half	GENCODE.v47vsM6756
ENSG00000255772.6	lncRNA	ENSMUSG00000112230.5	lncRNA	one-to-many	GENCODE.v47vsM6757
ENSG00000298532.1	lncRNA	ENSMUSG00000128642.1	lncRNA	one-to-one	GENCODE.v47vsM6758
ENSG00000224687.3	lncRNA	ENSMUSG00000121798.2	lncRNA	one-to-many	GENCODE.v47vsM6759
ENSG00000225233.3	lncRNA	ENSMUSG00000135215.1	lncRNA	one-to-many	GENCODE.v47vsM6760
ENSG00000306636.1	lncRNA	ENSMUSG00000114401.4	lncRNA	one-to-many	GENCODE.v47vsM6761
ENSG00000297169.1	lncRNA	ENSMUSG00000123038.1	lncRNA	one-to-one	GENCODE.v47vsM6762
ENSG00000250616.5	lncRNA	ENSMUSG00000055323.8	lncRNA	one-to-many	GENCODE.v47vsM6763
ENSG00000308315.1	lncRNA	ENSMUSG00000128392.1	lncRNA	one-to-one	GENCODE.v47vsM6764
ENSG00000306059.1	lncRNA	ENSMUSG00000122637.1	lncRNA	one-to-one	GENCODE.v47vsM6765
ENSG00000287513.2	lncRNA	ENSMUSG00000122809.1	lncRNA	one-to-one	GENCODE.v47vsM6766
ENSG00000301463.1	lncRNA	ENSMUSG00000130814.1	lncRNA	one-to-one	GENCODE.v47vsM6767
ENSG00000259116.3	lncRNA	ENSMUSG00000097323.4	lncRNA	one-to-one	GENCODE.v47vsM6768
ENSG00000253572.3	lncRNA	ENSMUSG00000103438.2	lncRNA	one-to-one	GENCODE.v47vsM6769
ENSG00000300229.1	lncRNA	ENSMUSG00000085419.4	lncRNA	one-to-one	GENCODE.v47vsM6770
ENSG00000293870.1	lncRNA	ENSMUSG00000129038.1	lncRNA	one-to-half	GENCODE.v47vsM6771
ENSG00000309927.1	lncRNA	ENSMUSG00000141705.1	lncRNA	one-to-one	GENCODE.v47vsM6772
ENSG00000298645.1	lncRNA	ENSMUSG00000140764.1	lncRNA	one-to-one	GENCODE.v47vsM6773
ENSG00000298670.1	lncRNA	ENSMUSG00000135784.1	lncRNA	one-to-one	GENCODE.v47vsM6774
ENSG00000236377.2	lncRNA	ENSMUSG00000139141.1	lncRNA	one-to-one	GENCODE.v47vsM6775
ENSG00000295291.1	lncRNA	ENSMUSG00000053214.9	lncRNA	one-to-one	GENCODE.v47vsM6776
ENSG00000259543.2	lncRNA	ENSMUSG00000108861.2	lncRNA	one-to-one	GENCODE.v47vsM6777
ENSG00000254659.4	lncRNA	ENSMUSG00000143800.1	lncRNA	one-to-many	GENCODE.v47vsM6778
ENSG00000309933.1	lncRNA	ENSMUSG00000138438.1	lncRNA	one-to-half	GENCODE.v47vsM6779
ENSG00000299453.1	lncRNA	ENSMUSG00000131289.1	lncRNA	many-to-many	GENCODE.v47vsM6780
ENSG00000286596.2	lncRNA	ENSMUSG00000097216.5	lncRNA	one-to-one	GENCODE.v47vsM6781
ENSG00000306151.1	lncRNA	ENSMUSG00000103695.3	lncRNA	one-to-one	GENCODE.v47vsM6782
ENSG00000232767.3	lncRNA	ENSMUSG00000120555.2	lncRNA	one-to-one	GENCODE.v47vsM6783
ENSG00000285804.2	lncRNA	ENSMUSG00000097027.4	lncRNA	one-to-one	GENCODE.v47vsM6784
ENSG00000233093.9	lncRNA	ENSMUSG00000085808.3	lncRNA	one-to-one	GENCODE.v47vsM6785
ENSG00000295350.1	lncRNA	ENSMUSG00000111147.3	lncRNA	one-to-one	GENCODE.v47vsM6786
ENSG00000231533.3	lncRNA	ENSMUSG00000111443.3	lncRNA	one-to-one	GENCODE.v47vsM6787
ENSG00000298790.1	lncRNA	ENSMUSG00000097472.3	lncRNA	one-to-one	GENCODE.v47vsM6788
ENSG00000170983.4	lncRNA	ENSMUSG00000135659.1	lncRNA	one-to-one	GENCODE.v47vsM6789
ENSG00000254485.5	lncRNA	ENSMUSG00000107455.2	lncRNA	many-to-many	GENCODE.v47vsM6790
